interaction_id,customer_id,interaction_date,interaction_type,sales_rep_id,outcome
INT0000390,CUST000231,2017-02-12 21:23:18,support,REP009,converted
INT0000391,CUST000610,2017-08-28 08:34:53,call,REP023,converted
INT0000392,CUST009267,2018-02-04 13:55:39,email,REP011,interested
INT0000393,CUST007143,2017-06-04 09:30:35,complaint,REP011,resolved
INT0000394,CUST002434,2018-02-01 13:00:21,complaint,REP007,resolved
INT0000395,CUST000445,2017-10-21 05:27:22,meeting,REP014,interested
INT0000396,CUST008605,2018-09-10 05:53:06,call,REP019,converted
INT0000397,CUST008598,2017-10-26 00:00:00,call,REP012,follow_up
INT0000398,CUST000611,2017-07-12 12:17:07,call,REP006,interested
INT0000399,CUST002233,2018-04-09 12:52:47,complaint,REP010,follow_up
INT0000400,CUST003704,2017-12-22 17:58:24,follow_up,REP007,interested
INT0000401,CUST003978,2018-10-31 17:48:02,support,REP011,resolved
INT0000402,CUST002333,2017-07-15 21:38:08,meeting,REP001,follow_up
INT0000403,CUST004833,2017-09-10 05:07:22,complaint,REP018,interested
INT0000404,CUST007676,2018-01-13 10:46:24,call,REP018,no_response
INT0000405,CUST008422,2017-07-03 02:36:42,email,REP022,no_response
INT0000406,CUST005024,2019-02-06 00:13:22,meeting,REP021,resolved
INT0000407,CUST003379,2018-07-13 00:00:00,meeting,REP010,resolved
INT0000408,CUST004091,2017-04-30 12:18:18,meeting,REP029,resolved
INT0000409,CUST000400,2017-07-21 03:39:56,meeting,REP004,follow_up
INT0000410,CUST001064,2017-07-09 05:39:33,meeting,REP002,resolved
INT0000411,CUST000071,2017-01-04 17:29:32,complaint,REP002,no_response
INT0000412,CUST001846,2018-02-08 00:00:00,complaint,REP003,follow_up
INT0000413,CUST009474,2017-07-03 18:56:14,email,REP007,no_response
INT0000414,CUST009097,2018-07-05 13:55:05,support,REP022,no_response
INT0000415,CUST008656,2017-04-22 19:10:30,meeting,REP013,follow_up
INT0000416,CUST000619,2017-12-30 00:20:26,follow_up,REP010,no_response
INT0000417,CUST005472,2017-02-27 10:50:48,complaint,REP023,interested
INT0000418,CUST003673,2017-06-24 01:56:50,meeting,REP020,resolved
INT0000419,CUST004876,2018-07-01 02:52:05,complaint,REP028,interested
INT0000420,CUST006238,2017-03-14 16:12:47,support,REP017,no_response
INT0000421,CUST001824,2017-02-02 04:35:07,follow_up,REP025,follow_up
INT0000422,CUST003342,2017-07-23 03:34:51,call,REP015,interested
INT0000423,CUST009074,2017-05-16 04:22:27,follow_up,REP024,no_response
INT0000424,CUST009205,2017-02-27 07:18:15,call,REP013,converted
INT0000425,CUST006918,2017-09-18 18:32:10,support,REP007,follow_up
INT0000426,CUST009861,2017-09-10 01:29:39,support,REP013,resolved
INT0000427,CUST008413,2018-08-14 00:00:00,complaint,REP022,follow_up
INT0000428,CUST002883,2017-07-10 19:36:13,support,REP006,follow_up
INT0000429,CUST000838,2018-04-01 20:56:01,meeting,REP005,follow_up
INT0000430,CUST000249,2018-03-16 08:05:16,meeting,REP012,no_response
INT0000431,CUST008831,2018-10-15 07:50:39,support,REP022,no_response
INT0000432,CUST008289,2017-07-11 18:08:45,meeting,REP015,follow_up
INT0000433,CUST007012,2017-09-07 03:34:35,complaint,REP017,converted
INT0000434,CUST003271,2017-10-02 10:09:18,call,REP028,interested
INT0000435,CUST009852,2017-07-13 00:00:00,call,REP011,interested
INT0000436,CUST005434,2018-05-03 22:50:59,email,REP007,no_response
INT0000437,CUST007517,2017-04-21 19:15:48,meeting,REP030,no_response
INT0000438,CUST008466,2018-07-15 23:00:51,meeting,REP027,interested
INT0000439,CUST009806,2018-02-13 03:56:48,meeting,REP021,resolved
INT0000440,CUST003260,2018-07-16 14:14:18,support,REP015,follow_up
INT0000441,CUST000663,2018-05-29 23:10:25,support,REP019,no_response
INT0000442,CUST007092,2017-10-01 22:26:29,call,REP024,no_response
INT0000443,CUST007566,2018-06-22 00:00:00,follow_up,REP011,converted
INT0000444,CUST004418,2018-05-22 12:45:58,support,REP017,no_response
INT0000445,CUST000084,2017-10-29 14:27:26,email,REP011,no_response
INT0000446,CUST006096,2017-04-23 14:49:38,support,REP023,interested
INT0000447,CUST007632,2018-04-02 16:29:09,call,REP029,interested
INT0000448,CUST009390,2018-10-11 08:51:29,meeting,REP017,converted
INT0000449,CUST001062,2017-12-13 09:22:10,email,REP012,interested
INT0000450,CUST004713,2018-06-29 20:15:19,call,REP015,no_response
INT0000451,CUST007626,2017-05-17 20:46:19,email,REP030,interested
INT0000452,CUST000708,2017-10-17 17:37:07,meeting,REP011,follow_up
INT0000453,CUST008401,2017-08-01 09:08:06,call,REP008,converted
INT0000454,CUST000579,2017-06-04 09:40:48,complaint,REP008,converted
INT0000455,CUST003376,2017-05-01 17:22:25,call,REP025,resolved
INT0000456,CUST004377,2017-02-21 14:05:50,support,REP002,resolved
INT0000457,CUST002499,2018-05-09 13:51:32,email,REP021,interested
INT0000458,CUST003893,2016-12-15 01:48:50,support,REP022,no_response
INT0000459,CUST009107,2017-12-19 20:18:48,meeting,REP013,interested
INT0000460,CUST005989,2017-03-17 16:33:41,support,REP030,converted
INT0000461,CUST008355,2017-05-05 06:30:44,follow_up,REP007,converted
INT0000462,CUST007814,2018-09-14 03:16:22,follow_up,REP028,converted
INT0000463,CUST009758,2017-08-13 04:45:31,email,REP002,no_response
INT0000464,CUST006659,2017-03-04 10:41:17,support,REP008,interested
INT0000465,CUST004923,2017-06-26 00:36:54,meeting,REP019,follow_up
INT0000466,CUST007937,2018-01-19 00:00:00,call,REP004,resolved
INT0000467,CUST002541,2017-06-12 03:15:41,meeting,REP005,follow_up
INT0000468,CUST003591,2017-06-04 13:19:44,call,REP015,resolved
INT0000469,CUST005924,2017-06-26 08:38:56,call,REP017,no_response
INT0000470,CUST005486,2018-05-06 06:15:03,support,REP029,resolved
INT0000471,CUST004986,2019-01-02 16:13:24,meeting,REP010,converted
INT0000472,CUST009799,2017-07-29 02:17:39,support,REP002,follow_up
INT0000473,CUST001209,2018-08-21 22:34:21,support,REP023,converted
INT0000474,CUST000910,2017-06-03 17:57:07,call,REP019,interested
INT0000475,CUST007198,2017-07-29 16:49:22,meeting,REP001,follow_up
INT0000476,CUST009462,2017-07-28 23:26:01,call,REP027,interested
INT0000477,CUST001182,2017-11-15 19:37:03,complaint,REP001,resolved
INT0000478,CUST004486,2017-01-16 21:43:20,call,REP025,no_response
INT0000479,CUST000089,2017-07-23 00:00:00,meeting,REP014,follow_up
INT0000480,CUST009533,2017-06-20 03:02:49,email,REP019,interested
INT0000481,CUST005463,2018-06-16 05:22:47,complaint,REP029,follow_up
INT0000482,CUST004633,2018-06-28 02:35:29,support,REP009,no_response
INT0000483,CUST006683,2017-04-27 19:48:16,support,REP018,no_response
INT0000484,CUST004202,2017-10-11 22:26:29,support,REP027,converted
INT0000485,CUST003099,2017-03-24 00:00:01,call,REP015,no_response
INT0000486,CUST000906,2017-07-23 21:38:35,meeting,REP020,no_response
INT0000487,CUST005908,2017-03-01 08:24:23,support,REP004,converted
INT0000488,CUST005795,2018-09-09 21:05:35,support,REP011,resolved
INT0000489,CUST004526,2018-03-14 23:45:24,call,REP020,resolved
INT0000490,CUST005013,2017-08-14 05:38:37,meeting,REP006,resolved
INT0000491,CUST007440,2017-05-18 23:26:46,call,REP028,converted
INT0000492,CUST004705,2017-07-25 00:00:00,call,REP027,no_response
INT0000493,CUST006086,2017-06-14 02:36:12,support,REP010,interested
INT0000494,CUST000756,2018-07-18 20:07:11,meeting,REP027,interested
INT0000495,CUST007215,2017-07-05 13:07:10,complaint,REP027,follow_up
INT0000496,CUST008662,2017-09-07 06:29:13,meeting,REP027,interested
INT0000497,CUST003555,2017-07-01 10:14:44,support,REP019,resolved
INT0000498,CUST001144,2017-07-25 18:28:31,email,REP010,no_response
INT0000499,CUST003098,2017-09-13 21:25:10,support,REP025,no_response
INT0000500,CUST007079,2017-05-26 17:37:04,support,REP022,follow_up
INT0000501,CUST002363,2018-04-15 06:01:18,call,REP022,converted
INT0000502,CUST007254,2017-11-26 13:42:35,follow_up,REP027,interested
INT0000503,CUST008696,2017-06-06 06:37:34,complaint,REP012,no_response
INT0000504,CUST003541,2017-06-07 16:36:00,email,REP017,interested
INT0000505,CUST004543,2017-09-07 10:47:42,follow_up,REP020,converted
INT0000506,CUST002431,2017-01-08 12:15:44,follow_up,REP009,converted
INT0000507,CUST000148,2017-05-27 11:37:23,email,REP022,interested
INT0000508,CUST002495,2017-06-27 07:48:50,email,REP013,interested
INT0000509,CUST001399,2017-02-17 10:28:10,follow_up,REP003,follow_up
INT0000510,CUST004061,2018-02-07 09:47:30,follow_up,REP008,follow_up
INT0000511,CUST009548,2017-04-24 19:58:39,meeting,REP017,no_response
INT0000512,CUST001651,2017-04-01 18:11:56,complaint,REP020,converted
INT0000513,CUST006203,2018-11-29 10:21:27,email,REP007,no_response
INT0000514,CUST006543,2018-12-21 01:06:15,follow_up,REP021,interested
INT0000515,CUST001466,2017-04-29 15:50:02,meeting,REP005,follow_up
INT0000516,CUST001086,2017-06-11 06:26:55,complaint,REP021,resolved
INT0000517,CUST002441,2018-02-10 21:23:39,call,REP026,resolved
INT0000518,CUST000741,2018-07-30 22:15:09,meeting,REP025,resolved
INT0000519,CUST009559,2017-02-09 02:45:44,meeting,REP012,no_response
INT0000520,CUST005220,2018-11-07 04:06:01,complaint,REP023,converted
INT0000521,CUST004917,2017-02-11 20:53:10,complaint,REP010,no_response
INT0000522,CUST007328,2017-02-28 06:04:05,follow_up,REP027,interested
INT0000523,CUST002620,2017-03-09 02:00:23,support,REP003,follow_up
INT0000524,CUST003446,2017-12-15 14:22:03,complaint,REP010,converted
INT0000525,CUST000068,2017-07-28 23:03:51,complaint,REP012,follow_up
INT0000526,CUST001406,2017-04-30 10:25:36,email,REP005,no_response
INT0000527,CUST008755,2017-05-31 23:13:14,email,REP016,converted
INT0000528,CUST008384,2018-01-05 14:00:35,support,REP026,converted
INT0000529,CUST000433,2017-12-16 14:03:40,call,REP007,converted
INT0000530,CUST005477,2017-01-17 07:32:33,support,REP019,follow_up
INT0000531,CUST004079,2017-05-28 07:59:40,call,REP012,follow_up
INT0000532,CUST003047,2017-02-25 09:04:37,email,REP030,follow_up
INT0000533,CUST003802,2017-06-07 05:38:47,meeting,REP017,no_response
INT0000534,CUST006248,2018-04-11 08:01:27,support,REP026,follow_up
INT0000535,CUST004602,2017-07-16 14:16:35,follow_up,REP027,interested
INT0000536,CUST004481,2017-11-17 21:36:29,follow_up,REP007,interested
INT0000537,CUST004859,2018-06-02 19:23:51,follow_up,REP026,resolved
INT0000538,CUST006678,2018-04-10 00:00:00,follow_up,REP008,follow_up
INT0000539,CUST006397,2017-10-21 16:13:14,complaint,REP021,interested
INT0000540,CUST003995,2017-11-22 08:50:41,support,REP003,no_response
INT0000541,CUST006676,2017-04-14 07:28:23,email,REP003,follow_up
INT0000542,CUST005414,2017-06-28 19:23:01,support,REP010,interested
INT0000543,CUST004205,2017-06-03 01:19:35,support,REP024,converted
INT0000544,CUST001958,2017-09-09 19:33:47,meeting,REP013,converted
INT0000545,CUST001369,2018-07-03 01:06:54,complaint,REP007,converted
INT0000546,CUST007185,2017-03-20 14:32:43,meeting,REP007,converted
INT0000547,CUST005641,2017-04-06 21:12:59,support,REP012,resolved
INT0000548,CUST009820,2017-09-18 10:21:11,follow_up,REP001,converted
INT0000549,CUST000635,2017-04-19 05:36:16,follow_up,REP014,resolved
INT0000550,CUST003230,2018-01-01 12:41:21,follow_up,REP016,follow_up
INT0000551,CUST006591,2018-07-23 08:31:55,meeting,REP001,no_response
INT0000552,CUST004416,2017-03-27 17:15:44,support,REP013,follow_up
INT0000553,CUST008875,2017-11-20 14:58:37,meeting,REP020,follow_up
INT0000554,CUST005388,2017-12-29 17:01:28,email,REP007,converted
INT0000555,CUST009823,2017-03-22 22:56:50,support,REP019,interested
INT0000556,CUST003921,2017-08-18 05:09:16,email,REP011,converted
INT0000557,CUST005541,2018-02-07 12:05:20,complaint,REP007,interested
INT0000558,CUST002630,2017-03-03 22:47:46,follow_up,REP003,interested
INT0000559,CUST004100,2017-11-24 18:51:39,email,REP011,follow_up
INT0000560,CUST000313,2017-03-24 16:15:17,call,REP018,interested
INT0000561,CUST004998,2017-05-23 14:41:50,email,REP007,no_response
INT0000562,CUST005556,2017-04-14 06:49:31,support,REP014,converted
INT0000563,CUST004898,2018-05-22 18:34:15,complaint,REP002,interested
INT0000564,CUST000929,2018-03-04 09:50:32,meeting,REP004,converted
INT0000565,CUST003682,2017-07-06 11:27:13,meeting,REP024,resolved
INT0000566,CUST005519,2017-11-20 12:54:29,follow_up,REP027,interested
INT0000567,CUST007887,2018-11-06 15:01:14,call,REP002,no_response
INT0000568,CUST005258,2017-10-01 12:41:42,meeting,REP013,converted
INT0000569,CUST005411,2017-02-25 10:13:39,call,REP025,resolved
INT0000570,CUST003294,2017-12-16 22:05:23,meeting,REP007,no_response
INT0000571,CUST003917,2018-07-17 19:49:51,meeting,REP027,no_response
INT0000572,CUST008664,2017-07-09 14:52:49,meeting,REP029,interested
INT0000573,CUST006331,2018-01-01 18:07:13,complaint,REP021,converted
INT0000574,CUST002763,2018-06-15 00:00:00,follow_up,REP001,interested
INT0000575,CUST007419,2017-10-05 15:09:13,meeting,REP015,follow_up
INT0000576,CUST006691,2017-06-27 05:25:25,meeting,REP023,converted
INT0000577,CUST006969,2018-05-12 00:00:00,complaint,REP015,resolved
INT0000578,CUST006452,2017-04-05 16:16:10,follow_up,REP017,converted
INT0000579,CUST009567,2017-10-25 23:13:06,support,REP005,no_response
INT0000580,CUST005453,2017-11-20 19:34:05,meeting,REP017,follow_up
INT0000581,CUST002364,2017-08-07 00:39:45,complaint,REP020,follow_up
INT0000582,CUST001138,2017-08-21 22:59:38,support,REP019,resolved
INT0000583,CUST001907,2017-07-16 10:10:56,email,REP008,follow_up
INT0000584,CUST006935,2018-03-08 13:37:17,complaint,REP028,follow_up
INT0000585,CUST008829,2017-11-20 23:24:45,support,REP012,follow_up
INT0000586,CUST006133,2018-03-17 00:00:00,follow_up,REP017,interested
INT0000587,CUST000413,2017-10-05 22:46:05,call,REP004,follow_up
INT0000588,CUST007783,2017-10-11 00:20:21,support,REP030,resolved
INT0000589,CUST005497,2017-07-06 08:43:15,call,REP020,converted
INT0000590,CUST008226,2017-03-10 06:31:47,meeting,REP023,interested
INT0000591,CUST005850,2017-10-20 22:54:01,call,REP007,interested
INT0000592,CUST008128,2017-04-01 05:43:37,complaint,REP026,interested
INT0000593,CUST007372,2017-02-18 04:04:10,call,REP030,converted
INT0000594,CUST009869,2017-10-13 15:50:36,email,REP030,converted
INT0000595,CUST008845,2017-04-23 06:54:30,email,REP020,resolved
INT0000596,CUST002084,2017-07-17 10:01:33,complaint,REP005,converted
INT0000597,CUST000150,2017-03-11 11:03:38,meeting,REP026,resolved
INT0000598,CUST007186,2017-12-18 06:27:49,call,REP027,no_response
INT0000599,CUST002189,2017-08-21 06:57:09,call,REP004,interested
INT0000600,CUST006296,2018-05-31 21:34:23,meeting,REP015,no_response
INT0000601,CUST008328,2017-09-06 22:37:32,email,REP016,resolved
INT0000602,CUST007743,2017-12-13 16:37:15,complaint,REP004,interested
INT0000603,CUST001109,2017-06-06 16:53:44,meeting,REP017,interested
INT0000604,CUST003806,2018-12-03 00:00:00,support,REP011,follow_up
INT0000605,CUST002095,2017-06-24 11:52:14,meeting,REP008,interested
INT0000606,CUST006701,2017-11-16 14:53:26,call,REP014,resolved
INT0000607,CUST000691,2017-12-05 04:36:08,support,REP007,no_response
INT0000608,CUST008651,2017-02-27 17:21:11,call,REP022,no_response
INT0000609,CUST002571,2017-04-25 14:40:14,call,REP002,converted
INT0000610,CUST008893,2017-02-08 07:43:04,follow_up,REP015,interested
INT0000611,CUST009028,2017-02-02 20:31:54,meeting,REP006,no_response
INT0000612,CUST007871,2017-07-23 03:45:13,support,REP025,interested
INT0000613,CUST002244,2018-02-11 00:06:12,call,REP021,interested
INT0000614,CUST007849,2017-06-17 20:49:50,email,REP010,resolved
INT0000615,CUST007215,2017-07-01 13:07:10,call,REP006,no_response
INT0000616,CUST005224,2018-11-15 12:56:56,complaint,REP018,follow_up
INT0000617,CUST001271,2016-12-25 22:16:19,call,REP028,no_response
INT0000618,CUST000292,2019-02-05 00:00:00,support,REP005,resolved
INT0000619,CUST005486,2018-07-13 06:15:03,complaint,REP002,interested
INT0000620,CUST000438,2017-10-06 03:09:47,email,REP018,resolved
INT0000621,CUST005830,2017-08-31 22:26:47,email,REP005,converted
INT0000622,CUST002649,2017-01-16 02:21:05,call,REP017,resolved
INT0000623,CUST004025,2017-09-03 11:46:31,support,REP017,converted
INT0000624,CUST001738,2018-05-06 05:35:55,complaint,REP008,interested
INT0000625,CUST006146,2017-06-17 19:51:18,email,REP013,resolved
INT0000626,CUST000474,2017-09-04 21:42:29,support,REP015,converted
INT0000627,CUST000747,2018-12-19 00:00:00,email,REP015,follow_up
INT0000628,CUST006744,2017-01-01 01:17:48,follow_up,REP007,follow_up
INT0000629,CUST002780,2016-12-18 07:31:52,call,REP005,no_response
INT0000630,CUST004271,2017-01-16 02:12:44,email,REP021,converted
INT0000631,CUST001858,2017-06-29 22:46:37,support,REP030,resolved
INT0000632,CUST006995,2017-06-24 12:37:42,meeting,REP001,converted
INT0000633,CUST000934,2018-03-31 18:21:01,support,REP010,interested
INT0000634,CUST001516,2017-01-20 10:39:36,call,REP016,follow_up
INT0000635,CUST003389,2017-03-21 09:05:23,meeting,REP030,no_response
INT0000636,CUST005985,2017-10-09 15:43:07,call,REP004,no_response
INT0000637,CUST004460,2017-05-13 03:52:52,meeting,REP028,follow_up
INT0000638,CUST004256,2017-08-19 20:29:22,follow_up,REP010,interested
INT0000639,CUST002798,2017-06-27 04:58:41,support,REP013,no_response
INT0000640,CUST008674,2017-05-23 08:18:58,complaint,REP004,resolved
INT0000641,CUST005549,2018-05-10 23:20:54,support,REP021,converted
INT0000642,CUST000519,2019-01-14 07:10:29,meeting,REP018,no_response
INT0000643,CUST004766,2017-08-09 00:35:49,email,REP009,resolved
INT0000644,CUST009548,2017-02-28 19:58:39,call,REP011,follow_up
INT0000645,CUST000843,2017-09-01 13:49:22,meeting,REP021,resolved
INT0000646,CUST004430,2017-10-06 16:41:16,complaint,REP024,no_response
INT0000647,CUST008916,2017-09-26 10:19:25,follow_up,REP022,resolved
INT0000648,CUST002259,2017-05-21 05:58:44,meeting,REP026,interested
INT0000649,CUST008397,2018-08-11 18:58:55,call,REP026,resolved
INT0000650,CUST006967,2018-02-24 07:19:42,email,REP023,follow_up
INT0000651,CUST003511,2018-06-26 00:00:00,email,REP023,no_response
INT0000652,CUST007666,2018-01-08 13:06:01,call,REP004,interested
INT0000653,CUST002047,2017-08-08 23:31:35,call,REP022,interested
INT0000654,CUST003704,2017-08-10 17:58:24,support,REP004,no_response
INT0000655,CUST002072,2017-05-20 00:41:39,follow_up,REP027,converted
INT0000656,CUST009376,2017-12-05 02:31:52,call,REP030,no_response
INT0000657,CUST000931,2017-07-02 00:47:25,support,REP030,resolved
INT0000658,CUST004656,2017-08-29 03:31:32,complaint,REP023,resolved
INT0000659,CUST006343,2017-07-23 14:07:03,follow_up,REP004,follow_up
INT0000660,CUST000975,2018-02-06 22:23:33,meeting,REP009,no_response
INT0000661,CUST008652,2018-07-11 00:00:00,call,REP029,follow_up
INT0000662,CUST002423,2017-05-19 14:11:27,follow_up,REP002,resolved
INT0000663,CUST005463,2018-05-29 05:22:47,email,REP008,converted
INT0000664,CUST002475,2017-06-23 22:10:49,support,REP017,no_response
INT0000665,CUST003407,2018-08-13 18:41:23,meeting,REP009,follow_up
INT0000666,CUST007390,2018-01-03 13:19:38,follow_up,REP009,no_response
INT0000667,CUST009249,2017-09-15 12:35:42,follow_up,REP017,follow_up
INT0000668,CUST006136,2018-02-13 13:09:35,call,REP020,converted
INT0000669,CUST009087,2018-01-17 09:13:46,email,REP017,interested
INT0000670,CUST008408,2017-06-20 03:28:56,complaint,REP021,no_response
INT0000671,CUST003059,2017-09-24 12:51:41,call,REP007,resolved
INT0000672,CUST003772,2017-06-26 05:04:21,meeting,REP023,no_response
INT0000673,CUST001107,2017-11-20 05:51:50,meeting,REP002,no_response
INT0000674,CUST001002,2017-06-30 21:35:48,complaint,REP005,resolved
INT0000675,CUST009138,2017-01-15 15:58:37,call,REP010,no_response
