date,campaign_id,channel,impressions,clicks,leads,conversions,spend
2017-10-30,CAMP0006,Organic,96133,9855,1711,534,159.97
2018-03-12,CAMP0021,Referral,16899,1487,114,36,913.3
2017-10-29,CAMP0006,Organic,79146,11488,566,166,1546.77
2017-08-29,CAMP0010,Affiliate,20155,423,40,8,1468.39
2017-12-24,CAMP0026,Affiliate,24504,3605,424,107,1722.03
2017-06-10,CAMP0008,Instagram,49789,2406,208,65,1156.93
2017-08-24,CAMP0016,Email,106562,7631,785,118,1869.69
2018-01-15,CAMP0004,Instagram,13457,1547,207,35,980.6
2018-03-14,CAMP0020,Google Search,97707,6453,308,91,741.66
2018-02-10,CAMP0024,Organic,71491,8341,1060,282,116.41
2017-08-13,CAMP0016,Email,81881,8674,908,206,1891.13
2018-04-03,CAMP0003,Facebook,91767,12276,760,42,1558.31
2017-08-08,CAMP0016,Email,75800,2175,183,33,1188.49
2017-09-17,CAMP0001,Affiliate,18075,2240,228,64,503.34
2017-09-19,CAMP0001,Affiliate,49111,598,68,20,64.04
2018-04-22,CAMP0014,Organic,99923,6479,1004,186,1388.83
2018-01-09,CAMP0013,Affiliate,9810,1013,40,6,641.12
2017-08-20,CAMP0027,Affiliate,102778,10011,865,94,688.45
2017-11-09,CAMP0011,Referral,59575,2221,263,54,549.96
2018-03-24,CAMP0020,Google Search,24182,1146,158,24,1089.3
2018-04-30,CAMP0014,Organic,102965,3824,301,78,1348.34
2017-06-08,CAMP0015,Instagram,66424,7655,429,86,1592.82
2017-08-18,CAMP0010,Affiliate,28369,3964,624,64,1302.44
2018-03-21,CAMP0020,Google Search,65068,5163,597,139,428.68
2018-05-16,CAMP0025,Referral,23601,497,58,10,1322.12
2018-03-01,CAMP0021,Referral,48081,959,161,21,569.71
2017-02-08,CAMP0009,Google Search,24899,570,74,6,691.27
2017-08-21,CAMP0027,Affiliate,81967,8716,1399,166,564.74
2017-05-08,CAMP0029,Organic,60727,7941,1166,326,1266.82
2017-10-05,CAMP0012,Organic,10188,731,76,11,1130.52
2017-08-05,CAMP0027,Affiliate,7673,497,82,11,1887.73
2018-01-04,CAMP0026,Affiliate,87029,1665,252,22,1843.87
2018-05-02,CAMP0025,Referral,35643,2755,379,125,374.14
2018-01-07,CAMP0013,Affiliate,51677,4552,806,95,974.02
2017-09-04,CAMP0010,Affiliate,83703,10772,1268,325,225.02
2018-03-15,CAMP0018,Instagram,103788,4913,633,79,1974.79
2018-04-07,CAMP0018,Instagram,51613,4091,694,181,1810.5
2017-11-29,CAMP0022,Referral,104667,1950,166,21,921.82
2017-05-03,CAMP0029,Organic,27025,651,31,7,777.05
2017-09-28,CAMP0012,Organic,75088,4671,717,78,1770.94
2017-01-25,CAMP0007,Email,68716,5421,803,224,383.86
2018-03-04,CAMP0021,Referral,61116,4972,883,199,1882.13
2017-06-04,CAMP0030,Affiliate,35657,1227,134,33,1259.89
2017-08-19,CAMP0028,Facebook,71755,4613,576,179,1025.34
2017-11-12,CAMP0011,Referral,111743,1907,69,5,723.4
2017-08-09,CAMP0028,Facebook,98648,5298,792,262,569.58
2017-08-19,CAMP0023,Facebook,80742,3591,219,48,544.27
2017-04-27,CAMP0019,Google Search,15114,899,158,24,1846.85
2017-04-08,CAMP0019,Google Search,29326,1955,164,37,596.43
2018-04-23,CAMP0003,Facebook,114493,5462,216,34,1833.6
2017-01-29,CAMP0007,Email,101195,9713,1013,339,156.46
2018-03-06,CAMP0018,Instagram,79617,11176,1699,588,198.23
2018-02-13,CAMP0004,Instagram,92167,1179,106,32,234.74
2017-08-12,CAMP0027,Affiliate,37869,1362,231,73,1802.67
2018-03-28,CAMP0005,Affiliate,22493,2858,448,37,1524.92
2017-05-26,CAMP0030,Affiliate,50751,2333,339,62,684.21
2017-08-11,CAMP0028,Facebook,23913,2871,331,29,1900.27
2017-10-11,CAMP0012,Organic,75100,6255,743,72,358.05
2017-04-05,CAMP0029,Organic,15754,1400,74,22,1434.23
2017-01-10,CAMP0009,Google Search,52624,4622,667,134,1771.44
2018-04-01,CAMP0018,Instagram,74213,2370,115,12,1332.76
2018-01-23,CAMP0004,Instagram,91428,9548,803,155,298.45
2017-09-05,CAMP0010,Affiliate,45117,886,95,29,1725.47
2017-11-05,CAMP0011,Referral,7913,333,19,4,297.41
2018-04-28,CAMP0014,Organic,24642,1526,255,18,1780.18
2018-04-26,CAMP0017,Email,26279,471,34,7,1225.45
2017-04-08,CAMP0002,Facebook,55140,3364,266,61,750.06
2017-06-01,CAMP0030,Affiliate,109458,16061,2780,157,1996.14
2018-01-13,CAMP0013,Affiliate,12439,1373,120,29,793.24
2018-03-03,CAMP0018,Instagram,13673,186,30,1,129.94
2017-08-07,CAMP0028,Facebook,77634,10622,1352,380,995.61
2018-01-08,CAMP0013,Affiliate,103054,1582,101,34,1356.37
2018-03-20,CAMP0005,Affiliate,83701,4204,583,61,941.17
2017-05-04,CAMP0019,Google Search,35137,672,32,6,428.24
2018-04-24,CAMP0014,Organic,68150,7852,891,122,444.7
2017-09-13,CAMP0001,Affiliate,100577,13540,1885,546,1068.5
2018-03-14,CAMP0018,Instagram,42836,1430,253,48,382.17
2017-03-31,CAMP0002,Facebook,29116,3973,425,47,702.81
2017-09-02,CAMP0010,Affiliate,58814,3206,160,22,1571.88
2017-11-27,CAMP0022,Referral,64149,2492,194,39,1613.9
2017-03-21,CAMP0002,Facebook,109135,9486,1672,167,391.3
2018-05-19,CAMP0017,Email,48169,5269,895,223,1684.96
2018-05-12,CAMP0014,Organic,98126,7639,1169,402,1676.74
2017-02-07,CAMP0009,Google Search,109858,14376,638,174,80.65
2017-01-20,CAMP0007,Email,27672,2694,317,19,204.57
2017-04-17,CAMP0019,Google Search,48926,7109,279,45,1929.23
2017-08-05,CAMP0028,Facebook,23199,1191,165,57,1890.73
2017-08-18,CAMP0010,Affiliate,36590,3319,150,16,416.0
2017-08-02,CAMP0027,Affiliate,98659,5008,605,91,1987.4
2018-02-19,CAMP0024,Organic,104123,6446,619,169,891.3
2018-05-19,CAMP0017,Email,26844,3479,406,32,1461.15
2017-09-06,CAMP0010,Affiliate,66215,851,152,41,1039.35
2017-07-30,CAMP0027,Affiliate,67214,4288,740,140,319.04
2017-09-14,CAMP0023,Facebook,34509,1239,149,50,1719.34
2017-10-18,CAMP0006,Organic,100104,14614,1179,93,175.33
2017-07-29,CAMP0027,Affiliate,58735,2785,92,12,1239.7
2017-11-08,CAMP0011,Referral,43479,2555,127,7,1378.82
2017-11-02,CAMP0022,Referral,92300,8171,1347,298,1784.18
2017-10-01,CAMP0012,Organic,83864,9147,1317,386,1586.76
2017-04-10,CAMP0019,Google Search,75986,2216,396,101,533.24
2017-05-24,CAMP0030,Affiliate,21788,1658,63,13,1527.51
2018-03-12,CAMP0021,Referral,67731,8263,1172,358,1490.86
2017-09-03,CAMP0023,Facebook,91287,4606,181,31,608.86
2017-10-16,CAMP0006,Organic,116497,16854,2969,973,1085.33
2017-06-20,CAMP0008,Instagram,115309,16945,1670,391,419.97
2017-01-29,CAMP0009,Google Search,55105,1963,199,50,1259.08
2018-04-19,CAMP0014,Organic,61755,2571,278,82,583.46
2018-04-19,CAMP0005,Affiliate,5660,256,8,2,1768.97
2017-05-29,CAMP0015,Instagram,62838,6553,388,125,1384.06
2018-02-16,CAMP0004,Instagram,52706,3394,128,24,1196.58
2017-08-10,CAMP0027,Affiliate,31677,1908,296,54,725.58
2017-12-11,CAMP0022,Referral,87852,9450,1054,108,1734.44
2017-06-08,CAMP0015,Instagram,44545,5962,784,153,1059.43
2018-04-08,CAMP0005,Affiliate,28228,4111,720,182,1175.6
2017-08-04,CAMP0027,Affiliate,26243,883,152,17,216.97
2017-09-18,CAMP0001,Affiliate,55835,3204,428,111,596.44
2018-04-27,CAMP0003,Facebook,106260,15851,2186,424,990.24
2017-02-01,CAMP0007,Email,87802,9649,587,125,211.99
2017-01-05,CAMP0007,Email,87575,7421,1151,373,404.12
2018-01-31,CAMP0024,Organic,62816,2606,374,21,1243.43
2017-08-03,CAMP0016,Email,93925,14021,741,198,601.52
2017-03-11,CAMP0002,Facebook,74814,2615,135,37,1704.09
2017-10-20,CAMP0006,Organic,27713,1279,203,48,1494.94
2017-11-25,CAMP0022,Referral,18542,1540,104,9,824.64
2018-03-17,CAMP0018,Instagram,65672,8384,1373,111,554.35
2018-04-15,CAMP0003,Facebook,52860,6013,326,31,1178.34
2017-09-18,CAMP0001,Affiliate,44775,1146,169,36,632.62
2017-08-11,CAMP0016,Email,100633,14951,2204,168,237.28
2017-11-06,CAMP0011,Referral,116258,12814,853,70,1471.92
2017-02-02,CAMP0009,Google Search,12642,1632,105,35,1048.46
2017-08-19,CAMP0023,Facebook,75240,9571,384,114,1121.86
2017-01-17,CAMP0007,Email,96666,9057,871,239,656.5
2018-04-29,CAMP0003,Facebook,47312,5758,1035,323,931.4
2018-04-26,CAMP0017,Email,105292,7885,689,44,1851.1
2017-08-12,CAMP0016,Email,9776,667,44,14,1726.51
2017-10-24,CAMP0006,Organic,8023,765,98,18,1066.81
2017-11-12,CAMP0011,Referral,56625,1016,76,24,561.04
2018-03-31,CAMP0020,Google Search,38513,5018,589,166,1972.6
2017-02-03,CAMP0009,Google Search,108981,12921,1780,221,951.68
2018-05-09,CAMP0025,Referral,44310,1631,126,43,1478.14
2018-03-23,CAMP0018,Instagram,46672,5740,642,202,1228.63
2018-01-03,CAMP0013,Affiliate,5362,499,65,20,951.19
2018-01-15,CAMP0004,Instagram,108754,8691,1267,376,1272.04
2017-01-09,CAMP0007,Email,7108,99,5,1,1798.26
2017-01-31,CAMP0009,Google Search,109234,5542,331,104,1153.09
2018-03-02,CAMP0018,Instagram,50872,7089,1136,355,790.3
2018-03-02,CAMP0021,Referral,21129,1471,257,25,1171.7
2018-02-01,CAMP0024,Organic,42581,1403,213,47,1642.72
2018-05-08,CAMP0017,Email,101307,11437,1670,178,1894.76
2018-05-03,CAMP0014,Organic,39961,3220,568,45,469.81
2017-11-17,CAMP0022,Referral,57423,2576,246,40,362.89
2017-04-18,CAMP0029,Organic,9121,187,20,4,1118.62
2017-08-20,CAMP0028,Facebook,33577,1184,87,22,566.81
2017-08-04,CAMP0027,Affiliate,92931,9816,512,87,1213.95
2017-11-16,CAMP0011,Referral,94645,3313,346,52,1041.43
2017-08-06,CAMP0028,Facebook,112191,9183,494,130,1986.95
2017-01-11,CAMP0009,Google Search,61779,3604,120,32,1122.22
2018-01-22,CAMP0004,Instagram,27884,3389,590,44,294.06
2018-03-24,CAMP0005,Affiliate,22207,2386,96,6,259.04
2017-08-18,CAMP0010,Affiliate,91474,1595,269,68,444.17
2018-03-23,CAMP0020,Google Search,38689,4152,661,77,517.56
2018-04-18,CAMP0014,Organic,76918,1103,195,29,1117.83
2017-10-06,CAMP0012,Organic,36193,2709,335,20,1535.14
2017-12-27,CAMP0026,Affiliate,44945,5286,187,35,894.47
2017-06-03,CAMP0015,Instagram,45202,933,137,32,1691.41
2017-06-12,CAMP0008,Instagram,21445,2994,534,66,646.19
2017-06-13,CAMP0008,Instagram,109674,7498,701,37,1024.59
2018-03-24,CAMP0018,Instagram,92404,10257,1718,465,1695.66
2017-05-03,CAMP0029,Organic,6391,459,17,3,852.54
2017-10-26,CAMP0006,Organic,57825,1589,153,31,1626.15
2017-04-22,CAMP0019,Google Search,43076,648,80,14,1828.72
2018-04-30,CAMP0003,Facebook,14271,1852,179,42,1898.26
2018-03-06,CAMP0021,Referral,75588,10248,1688,222,834.93
2017-04-07,CAMP0029,Organic,5423,165,26,1,320.05
2017-04-09,CAMP0002,Facebook,48304,1656,247,71,524.49
2017-09-13,CAMP0001,Affiliate,103963,6950,339,84,1687.04
2017-08-31,CAMP0023,Facebook,93011,10434,782,92,904.39
2017-07-30,CAMP0016,Email,10550,286,12,3,643.65
2017-06-18,CAMP0008,Instagram,11713,806,105,29,936.04
2017-05-06,CAMP0029,Organic,24293,1723,175,26,1638.29
2017-09-20,CAMP0012,Organic,14250,888,106,6,375.74
2017-01-09,CAMP0007,Email,117637,1786,276,46,971.86
2017-09-08,CAMP0010,Affiliate,49594,1791,186,27,109.64
2018-03-05,CAMP0021,Referral,14585,565,92,20,682.6
2017-08-20,CAMP0016,Email,86909,3501,601,89,1577.18
2018-03-21,CAMP0005,Affiliate,45754,4732,456,60,1479.86
2018-04-28,CAMP0025,Referral,115504,6267,785,223,249.44
2018-05-05,CAMP0025,Referral,48515,6539,1089,67,1412.84
2017-12-24,CAMP0026,Affiliate,62318,2452,227,26,103.97
2017-08-20,CAMP0027,Affiliate,48736,3691,572,168,219.15
2017-06-01,CAMP0008,Instagram,8905,1313,147,38,167.02
2017-09-09,CAMP0010,Affiliate,38032,3604,464,116,1735.16
2017-09-22,CAMP0012,Organic,35841,416,68,9,391.17
2017-05-02,CAMP0019,Google Search,28884,4282,408,137,1860.03
2017-08-18,CAMP0027,Affiliate,19652,2744,478,111,764.16
2018-03-11,CAMP0021,Referral,54297,3520,251,53,1831.08
2017-01-21,CAMP0007,Email,62850,4288,596,114,192.32
2017-12-14,CAMP0026,Affiliate,113779,10515,1595,461,1225.68
2018-05-07,CAMP0014,Organic,106872,13815,1271,378,651.13
2017-11-16,CAMP0011,Referral,35449,1815,135,46,1408.81
2017-11-11,CAMP0011,Referral,82122,5763,686,128,1087.32
2017-11-03,CAMP0022,Referral,63321,1611,107,37,1296.31
2017-05-31,CAMP0015,Instagram,54365,5630,966,82,175.25
2018-04-13,CAMP0003,Facebook,90376,6266,933,254,1776.43
2018-03-21,CAMP0018,Instagram,41244,3152,463,153,922.37
2017-11-15,CAMP0011,Referral,90123,13441,1352,94,1988.73
2017-05-25,CAMP0015,Instagram,5949,303,52,18,1766.07
2017-04-18,CAMP0019,Google Search,50411,4972,267,88,752.46
2017-08-01,CAMP0028,Facebook,81235,3147,145,44,1575.91
2017-10-23,CAMP0006,Organic,85877,5680,717,188,294.34
2018-05-02,CAMP0003,Facebook,83568,6391,637,153,1058.31
2017-03-11,CAMP0002,Facebook,98209,4836,529,69,1143.12
2018-03-06,CAMP0021,Referral,90263,12350,826,181,1343.6
2017-05-29,CAMP0030,Affiliate,101506,4121,201,58,1403.71
2017-08-11,CAMP0023,Facebook,58536,2998,490,55,728.89
2017-10-27,CAMP0006,Organic,43747,5650,666,185,1405.78
2017-10-03,CAMP0012,Organic,25259,1323,94,24,427.38
2018-03-13,CAMP0020,Google Search,10045,515,56,17,1863.09
2018-03-10,CAMP0021,Referral,72263,8161,896,160,673.18
2017-06-10,CAMP0015,Instagram,74070,9391,819,86,1581.33
2017-05-12,CAMP0029,Organic,43124,2330,400,108,629.15
2017-11-10,CAMP0011,Referral,110225,3808,551,120,249.97
2017-12-29,CAMP0026,Affiliate,25415,3387,248,69,1314.94
2017-07-24,CAMP0016,Email,68800,3674,147,43,60.11
2018-03-21,CAMP0005,Affiliate,96072,7594,557,192,1174.83
2017-09-12,CAMP0010,Affiliate,109713,3907,118,28,247.85
2018-04-14,CAMP0005,Affiliate,94105,13650,2033,161,1089.44
2018-02-15,CAMP0024,Organic,102557,10626,1130,163,1076.36
2017-03-15,CAMP0002,Facebook,58315,6441,209,45,1031.45
2017-11-28,CAMP0022,Referral,119100,4693,766,151,1946.25
2018-04-08,CAMP0005,Affiliate,99471,9649,1318,433,250.17
2018-02-19,CAMP0024,Organic,13626,923,71,5,367.99
2018-03-12,CAMP0018,Instagram,39738,1167,108,11,735.29
2018-01-14,CAMP0004,Instagram,99945,12572,1411,115,1992.56
2017-01-22,CAMP0007,Email,30650,1449,116,24,1689.8
2018-01-22,CAMP0004,Instagram,68244,1933,107,27,1839.17
2018-04-28,CAMP0014,Organic,68091,1631,176,24,826.82
2017-08-17,CAMP0028,Facebook,6441,857,57,14,241.36
2018-03-31,CAMP0005,Affiliate,57787,3762,595,128,1894.98
2018-05-10,CAMP0025,Referral,14113,344,22,5,123.78
2017-12-17,CAMP0026,Affiliate,53043,7482,829,81,358.31
2017-10-29,CAMP0006,Organic,94454,12081,1862,364,353.15
2017-06-09,CAMP0015,Instagram,21334,2472,437,24,1631.02
2017-09-13,CAMP0001,Affiliate,35422,1710,229,30,636.37
2017-06-06,CAMP0015,Instagram,88024,10948,449,59,1989.96
2018-04-04,CAMP0020,Google Search,20430,1802,119,21,1348.88
2017-01-23,CAMP0007,Email,65361,8119,766,204,898.67
2017-12-10,CAMP0022,Referral,114924,13313,1000,234,1770.91
2018-04-21,CAMP0025,Referral,34482,2894,302,82,1796.91
2018-03-08,CAMP0021,Referral,33457,695,51,3,66.37
2017-04-14,CAMP0019,Google Search,82095,3759,593,68,356.78
2018-04-10,CAMP0005,Affiliate,20037,1141,176,46,1960.26
2018-01-08,CAMP0013,Affiliate,43858,2087,261,25,492.59
2018-03-30,CAMP0018,Instagram,83808,12562,1963,373,1056.03
2017-12-06,CAMP0022,Referral,79976,9706,1554,528,1506.85
2017-03-30,CAMP0002,Facebook,6994,513,18,3,1966.9
2018-04-04,CAMP0005,Affiliate,94238,11837,654,62,472.84
2018-03-30,CAMP0018,Instagram,92404,1973,240,70,1730.05
2018-01-16,CAMP0013,Affiliate,112405,4313,400,21,1352.03
2017-11-26,CAMP0022,Referral,114332,7427,585,42,1761.37
2018-03-13,CAMP0021,Referral,17960,2036,150,45,487.43
2018-02-04,CAMP0024,Organic,6731,439,27,8,1621.28
2018-01-17,CAMP0013,Affiliate,44391,5309,857,103,1707.01
2017-07-31,CAMP0016,Email,15047,1966,135,44,1621.3
2018-03-29,CAMP0020,Google Search,112535,5023,836,266,303.46
2018-03-21,CAMP0005,Affiliate,53280,2220,93,9,787.56
2018-01-09,CAMP0013,Affiliate,111201,7670,1110,56,1302.77
2017-08-12,CAMP0016,Email,28041,1671,86,20,820.15
2018-02-18,CAMP0024,Organic,69151,9116,1035,179,290.07
2017-08-09,CAMP0023,Facebook,62449,6042,529,95,786.14
2017-09-10,CAMP0023,Facebook,34836,4395,160,20,1845.35
2017-09-13,CAMP0001,Affiliate,6549,422,48,3,1285.52
2018-04-08,CAMP0014,Organic,28312,1179,183,61,1294.23
2017-08-22,CAMP0016,Email,119836,15662,491,47,62.74
2017-01-17,CAMP0007,Email,82340,10178,1193,279,1188.21
2017-04-08,CAMP0019,Google Search,30640,790,41,11,97.36
2018-04-18,CAMP0014,Organic,41047,6082,540,91,1693.54
2017-08-14,CAMP0023,Facebook,78419,6422,751,49,1831.09
2018-05-04,CAMP0017,Email,33870,3670,366,104,613.6
2017-09-24,CAMP0012,Organic,63674,8763,761,237,1576.24
2018-05-13,CAMP0014,Organic,90020,9612,1349,371,1444.56
2017-09-05,CAMP0010,Affiliate,65149,6906,1152,347,607.66
2018-02-26,CAMP0024,Organic,55420,2948,486,58,770.72
2017-05-30,CAMP0030,Affiliate,71301,3884,533,87,375.95
2017-03-22,CAMP0002,Facebook,110043,7864,1121,237,895.25
2017-06-08,CAMP0008,Instagram,55053,4605,650,132,1734.3
2018-02-28,CAMP0024,Organic,73893,10287,787,184,1292.09
2017-04-07,CAMP0002,Facebook,38758,504,82,23,532.46
2017-11-25,CAMP0022,Referral,33721,4408,522,136,661.0
2017-09-20,CAMP0001,Affiliate,84984,5209,320,46,1359.61
2018-02-05,CAMP0024,Organic,34175,1231,41,14,990.86
2018-05-02,CAMP0025,Referral,70809,7332,1146,155,1156.84
2017-06-04,CAMP0008,Instagram,14000,380,53,12,1735.25
2017-02-07,CAMP0009,Google Search,112867,9994,826,197,533.39
2017-09-10,CAMP0010,Affiliate,87855,4832,545,189,908.32
2018-03-05,CAMP0021,Referral,84201,10979,888,90,1930.81
2017-12-19,CAMP0026,Affiliate,95855,6458,574,56,647.67
2017-01-15,CAMP0009,Google Search,38317,1858,220,43,689.71
2018-03-21,CAMP0020,Google Search,60715,686,68,12,1839.98
2017-09-02,CAMP0010,Affiliate,29093,2848,445,148,1998.52
2017-09-03,CAMP0010,Affiliate,29676,4112,645,57,1480.99
2018-03-13,CAMP0021,Referral,68886,8601,1373,181,359.59
2018-03-06,CAMP0021,Referral,68549,3456,573,103,895.46
2018-05-13,CAMP0014,Organic,48135,6226,615,113,632.79
2017-06-12,CAMP0008,Instagram,68313,7539,622,207,510.5
2017-06-16,CAMP0008,Instagram,85927,10395,392,84,111.95
2018-04-28,CAMP0017,Email,75262,1375,77,12,1352.41
2017-09-19,CAMP0001,Affiliate,8821,657,86,8,1347.84
2018-04-19,CAMP0003,Facebook,55130,7118,266,47,1368.14
2018-02-07,CAMP0004,Instagram,93478,4581,567,42,1450.1
2017-09-16,CAMP0001,Affiliate,25524,3498,351,93,1703.87
2018-02-08,CAMP0004,Instagram,26299,2285,331,79,1945.77
2018-03-29,CAMP0020,Google Search,62354,8864,1043,227,970.72
2018-01-10,CAMP0004,Instagram,94126,7511,772,114,1295.25
2017-01-28,CAMP0007,Email,21411,1094,123,25,1100.82
2018-03-16,CAMP0018,Instagram,119422,1491,215,64,177.07
2017-09-11,CAMP0023,Facebook,118726,1857,298,70,1324.42
2017-08-21,CAMP0010,Affiliate,16764,2292,297,44,265.02
2017-09-14,CAMP0001,Affiliate,116413,4658,443,96,1673.66
2017-01-30,CAMP0009,Google Search,99410,8682,1489,472,1189.98
2018-03-13,CAMP0021,Referral,63003,719,67,19,514.37
2017-07-24,CAMP0016,Email,51883,4717,789,182,183.88
2017-01-13,CAMP0009,Google Search,38450,800,126,27,148.46
2017-08-10,CAMP0028,Facebook,69544,1419,50,5,1513.68
2018-05-18,CAMP0017,Email,40717,503,40,11,118.51
2017-01-26,CAMP0009,Google Search,13484,1567,240,52,507.13
2017-03-23,CAMP0002,Facebook,38237,5638,210,47,1619.07
2018-03-13,CAMP0020,Google Search,96734,3787,593,83,141.77
2017-09-10,CAMP0001,Affiliate,89727,5555,546,173,1739.72
2017-08-08,CAMP0027,Affiliate,111190,4500,293,33,1486.92
2017-08-19,CAMP0027,Affiliate,90925,3905,655,207,1893.53
2017-09-20,CAMP0012,Organic,19493,591,94,28,1965.14
2018-04-17,CAMP0005,Affiliate,13530,1103,54,6,919.58
2017-06-02,CAMP0015,Instagram,87645,9567,323,88,948.31
2018-03-06,CAMP0021,Referral,7345,719,78,20,872.68
2017-01-20,CAMP0009,Google Search,99309,9622,1076,92,467.39
2017-04-04,CAMP0019,Google Search,50742,5158,263,43,1237.24
2017-04-22,CAMP0029,Organic,118795,13736,1254,433,579.84
2017-09-13,CAMP0001,Affiliate,15102,2033,330,70,1162.48
2018-03-04,CAMP0020,Google Search,40738,4196,336,86,1154.0
2017-05-30,CAMP0030,Affiliate,55120,7821,1344,141,786.28
2017-08-25,CAMP0010,Affiliate,97422,7920,1102,236,857.02
2017-01-12,CAMP0009,Google Search,66620,8033,752,207,1198.66
2017-08-03,CAMP0016,Email,71772,7040,380,105,1208.64
2018-02-08,CAMP0024,Organic,18560,2587,240,27,987.46
2017-08-01,CAMP0028,Facebook,97805,5913,516,97,320.9
2017-08-22,CAMP0010,Affiliate,102836,1842,325,82,223.77
2017-01-03,CAMP0007,Email,105595,13712,2290,423,528.59
2017-09-10,CAMP0001,Affiliate,18468,2469,232,50,786.69
2017-11-13,CAMP0022,Referral,53601,1893,93,12,1572.01
2018-01-05,CAMP0013,Affiliate,116593,3011,298,84,727.7
2017-08-14,CAMP0028,Facebook,80547,3750,543,180,686.02
2018-04-12,CAMP0018,Instagram,61496,5306,664,202,841.12
2018-04-27,CAMP0025,Referral,45819,1159,47,11,1769.75
2018-03-05,CAMP0020,Google Search,99148,11746,613,194,772.69
2017-09-06,CAMP0010,Affiliate,35021,1709,95,23,335.85
2018-02-11,CAMP0024,Organic,22108,2259,330,31,1937.17
2017-04-25,CAMP0029,Organic,102575,3527,338,90,919.23
2018-04-22,CAMP0003,Facebook,8733,1100,40,8,708.78
2018-04-19,CAMP0014,Organic,116253,11084,786,160,186.29
2017-08-31,CAMP0023,Facebook,25487,2496,350,107,1979.04
2017-08-06,CAMP0016,Email,18329,1804,80,12,1709.38
2017-11-06,CAMP0011,Referral,30123,1686,53,4,1613.1
2018-04-25,CAMP0025,Referral,63358,2288,360,85,858.75
2017-12-29,CAMP0013,Affiliate,98637,12215,387,129,863.17
2018-05-02,CAMP0014,Organic,58959,7763,247,14,299.05
2017-08-25,CAMP0028,Facebook,43698,2668,374,44,103.22
2017-06-08,CAMP0030,Affiliate,42301,3548,189,56,1416.62
2017-02-04,CAMP0007,Email,115582,16633,2859,808,202.38
2017-10-28,CAMP0006,Organic,110660,3985,363,68,97.43
2017-11-05,CAMP0022,Referral,106152,3934,597,174,388.95
2018-03-09,CAMP0021,Referral,15737,811,81,12,1791.62
2018-04-28,CAMP0014,Organic,6016,694,71,5,618.46
2017-01-16,CAMP0007,Email,53436,6946,614,133,1537.81
2017-12-06,CAMP0022,Referral,117235,5481,745,255,1448.62
2017-09-12,CAMP0001,Affiliate,38018,909,90,5,874.21
2017-06-11,CAMP0008,Instagram,6057,551,32,5,964.52
2017-08-25,CAMP0028,Facebook,107541,8504,317,40,289.31
2017-10-29,CAMP0006,Organic,47939,1634,179,11,1471.91
2017-11-04,CAMP0022,Referral,108460,10946,1900,398,1026.11
2017-06-20,CAMP0008,Instagram,118671,9713,464,123,757.44
2017-12-28,CAMP0026,Affiliate,112954,13659,986,216,1464.22
2018-03-27,CAMP0020,Google Search,118323,8945,851,98,1600.69
2017-10-20,CAMP0006,Organic,118128,12766,807,218,1846.93
2018-04-04,CAMP0018,Instagram,104893,13558,1161,167,930.06
2017-04-16,CAMP0029,Organic,85695,3132,346,72,255.54
2018-03-22,CAMP0005,Affiliate,13084,184,20,6,135.14
2017-12-17,CAMP0026,Affiliate,103648,9832,420,142,1664.64
2017-07-29,CAMP0016,Email,85000,5927,761,204,848.94
2018-05-08,CAMP0014,Organic,56695,7724,559,76,302.13
2018-03-22,CAMP0005,Affiliate,21480,2444,380,129,599.01
2017-08-10,CAMP0016,Email,97224,7959,350,104,786.31
2017-10-07,CAMP0012,Organic,9754,235,24,2,1161.99
2017-05-30,CAMP0015,Instagram,7574,320,33,9,1950.19
2017-08-12,CAMP0023,Facebook,105164,9254,815,155,1416.42
2018-05-03,CAMP0014,Organic,62441,3736,437,34,1434.12
2018-05-15,CAMP0017,Email,45924,1524,236,54,646.64
2017-08-21,CAMP0010,Affiliate,79724,11748,1632,499,340.96
