cost_id,cost_date,state,cost_type,cost_amount
COST002308,2018-01-28,RJ,marketing,2564.39
COST002309,2018-02-09,RS,payroll,5625.31
COST002310,2018-07-29,BA,technology,862.09
COST002311,2018-07-02,SC,warehouse,966.95
COST002312,2018-04-16,DF,warehouse,782.39
COST002313,2018-05-23,DF,logistics,2177.89
COST002314,2017-06-18,BA,technology,4611.25
COST002315,2018-07-19,PR,payroll,9157.1
COST002316,2018-01-12,DF,payroll,3548.1
COST002317,2018-09-06,BA,warehouse,6352.52
COST002318,2018-01-26,RJ,customer_support,5604.06
COST002319,2017-10-03,DF,marketing,1538.72
COST002320,2018-02-16,RS,marketing,4802.34
COST002321,2018-03-11,SP,warehouse,1485.58
COST002322,2018-01-02,DF,customer_support,3160.5
COST002323,2018-08-13,RS,marketing,1097.72
COST002324,2017-01-01,PR,customer_support,2243.87
COST002325,2018-09-01,RJ,technology,3781.69
COST002326,2018-09-21,SP,marketing,6282.76
COST002327,2018-05-13,RS,technology,1464.07
COST002328,2017-07-18,RJ,customer_support,5988.16
COST002329,2018-06-20,PR,marketing,2501.39
COST002330,2017-02-25,MG,customer_support,755.75
COST002331,2018-01-07,SC,payroll,9186.54
COST002332,2017-08-23,PR,warehouse,600.71
COST002333,2018-07-15,PR,customer_support,8436.29
COST002334,2018-04-23,RJ,customer_support,7221.16
COST002335,2018-04-09,RJ,technology,2978.26
COST002336,2018-08-15,SC,payroll,7206.66
COST002337,2017-01-08,RS,warehouse,2701.71
COST002338,2018-08-12,DF,payroll,7960.04
COST002339,2017-03-06,SP,technology,1095.15
COST002340,2018-08-26,PR,marketing,418.82
COST002341,2017-05-08,BA,warehouse,1468.63
COST002342,2017-02-15,RJ,customer_support,7217.43
COST002343,2017-07-16,BA,customer_support,9679.18
COST002344,2018-07-28,RJ,payroll,6563.88
COST002345,2018-05-17,PR,marketing,8780.31
COST002346,2017-05-26,RS,logistics,364.63
COST002347,2018-09-26,RJ,technology,4164.37
COST002348,2017-07-04,DF,technology,5798.93
COST002349,2017-06-18,MG,customer_support,4112.15
COST002350,2017-03-06,MG,marketing,7173.34
COST002351,2018-08-15,DF,marketing,2293.68
COST002352,2017-09-04,SP,warehouse,2699.85
COST002353,2018-02-15,BA,customer_support,5120.67
COST002354,2018-02-17,RS,payroll,6677.46
COST002355,2017-09-24,BA,logistics,1391.4
COST002356,2017-07-28,PR,customer_support,3072.51
COST002357,2018-01-21,BA,warehouse,2881.02
COST002358,2017-08-18,PR,warehouse,4894.28
COST002359,2017-02-23,PR,logistics,9646.36
COST002360,2017-01-15,MG,customer_support,3971.2
COST002361,2017-06-15,DF,technology,8601.9
COST002362,2018-06-21,PR,warehouse,4066.69
COST002363,2018-07-03,SC,customer_support,3303.48
COST002364,2017-05-07,SP,technology,1007.04
COST002365,2017-11-12,MG,payroll,7129.75
COST002366,2017-12-23,RJ,marketing,2957.46
COST002367,2018-08-24,RS,payroll,7039.22
COST002368,2018-06-13,SC,marketing,3718.45
COST002369,2017-07-01,RJ,warehouse,255.95
COST002370,2017-06-17,RJ,marketing,1664.38
COST002371,2017-04-13,RS,logistics,7797.08
COST002372,2017-08-02,DF,logistics,2245.72
COST002373,2017-05-07,RS,payroll,2378.53
COST002374,2018-07-16,PR,logistics,3400.19
COST002375,2017-09-08,DF,payroll,1927.97
COST002376,2017-07-04,PR,technology,5431.47
COST002377,2017-03-20,SP,technology,5189.6
COST002378,2018-05-06,RS,payroll,6353.34
COST002379,2018-08-30,BA,payroll,9672.16
COST002380,2017-11-19,DF,payroll,1283.09
COST002381,2017-07-06,RS,customer_support,3906.24
COST002382,2018-04-08,BA,customer_support,5045.07
COST002383,2017-10-21,RJ,marketing,9048.79
COST002384,2017-07-11,BA,customer_support,6362.28
COST002385,2017-08-29,PR,customer_support,4276.74
COST002386,2017-06-11,SP,logistics,610.33
COST002387,2017-06-21,PR,marketing,7602.21
COST002388,2018-08-08,DF,marketing,5621.38
COST002389,2018-08-19,RS,marketing,6795.25
COST002390,2018-01-07,SP,technology,3242.25
COST002391,2017-09-29,PR,technology,2644.53
COST002392,2018-02-03,RJ,marketing,6376.1
COST002393,2018-06-23,PR,warehouse,4292.32
COST002394,2018-02-08,PR,marketing,3574.09
COST002395,2018-09-19,SP,warehouse,2197.56
COST002396,2017-01-29,SC,warehouse,4126.35
COST002397,2017-08-06,SP,logistics,9346.35
COST002398,2017-09-30,DF,payroll,1183.21
COST002399,2018-07-10,MG,marketing,1708.92
COST002400,2017-08-28,SC,marketing,6093.76
COST002401,2017-01-17,RS,marketing,2481.61
COST002402,2018-03-12,RJ,payroll,8728.52
COST002403,2018-03-16,PR,warehouse,8520.3
COST002404,2018-05-08,SP,marketing,4256.66
COST002405,2018-06-26,PR,marketing,6835.29
COST002406,2018-06-16,SC,payroll,7784.26
COST002407,2018-04-05,SC,technology,3372.36
COST002408,2018-06-06,BA,payroll,3250.98
COST002409,2017-12-04,PR,customer_support,126.94
COST002410,2017-07-11,PR,payroll,2425.92
COST002411,2017-10-21,DF,technology,6845.14
COST002412,2018-06-21,PR,logistics,4483.41
COST002413,2017-12-08,RJ,payroll,6344.09
COST002414,2018-01-03,SC,payroll,2335.65
COST002415,2018-01-09,RJ,customer_support,6132.5
COST002416,2018-05-04,SC,marketing,2521.59
COST002417,2017-06-29,RJ,warehouse,7090.37
COST002418,2018-06-15,BA,warehouse,1649.36
COST002419,2018-09-04,SC,payroll,2965.91
COST002420,2017-07-11,RJ,warehouse,2143.39
COST002421,2017-07-09,BA,marketing,350.53
COST002422,2017-03-26,SC,payroll,9129.6
COST002423,2018-05-15,MG,payroll,848.17
COST002424,2018-02-04,SP,payroll,4211.07
COST002425,2017-06-24,RS,marketing,3607.01
COST002426,2017-08-24,BA,warehouse,1905.88
COST002427,2017-09-27,RS,payroll,4498.9
COST002428,2017-08-16,SP,technology,5087.82
COST002429,2017-07-29,RS,payroll,2737.02
COST002430,2017-12-26,MG,warehouse,5309.01
COST002431,2017-03-10,SP,logistics,6457.47
COST002432,2017-05-07,RS,logistics,5251.12
COST002433,2018-02-06,BA,logistics,8990.82
COST002434,2018-09-02,PR,customer_support,1458.48
COST002435,2018-05-26,SC,technology,8406.33
COST002436,2017-08-10,MG,logistics,1541.22
COST002437,2017-12-30,RS,marketing,4357.88
COST002438,2017-07-04,DF,marketing,1614.13
COST002439,2018-07-21,SC,logistics,6084.87
COST002440,2017-10-30,MG,logistics,3521.43
COST002441,2017-10-18,SC,warehouse,4574.83
COST002442,2017-06-04,SP,marketing,1723.85
COST002443,2017-01-28,SP,warehouse,4786.26
COST002444,2017-10-27,SP,customer_support,7389.16
COST002445,2017-06-30,RS,warehouse,9351.25
COST002446,2017-09-28,RJ,logistics,2912.78
COST002447,2017-06-14,DF,warehouse,4396.16
COST002448,2017-02-21,MG,customer_support,7850.1
COST002449,2017-09-01,SC,logistics,5622.12
COST002450,2018-01-21,RS,logistics,7423.61
COST002451,2017-12-10,MG,payroll,7871.16
COST002452,2017-05-26,PR,marketing,7363.1
COST002453,2018-05-09,BA,technology,9524.89
COST002454,2017-04-02,SP,customer_support,7342.94
COST002455,2017-03-03,DF,marketing,1279.89
COST002456,2017-06-14,SP,technology,8031.5
COST002457,2018-04-01,DF,payroll,982.32
COST002458,2017-10-10,SC,payroll,4030.6
COST002459,2017-06-14,RJ,marketing,3576.02
COST002460,2017-12-18,SP,payroll,1651.31
COST002461,2017-03-12,PR,payroll,1163.56
COST002462,2017-07-01,DF,logistics,2964.74
COST002463,2017-07-26,DF,payroll,6895.37
COST002464,2017-08-27,MG,warehouse,2138.07
COST002465,2017-10-02,RS,payroll,9704.24
COST002466,2017-12-09,SP,customer_support,150.5
COST002467,2018-03-28,RS,customer_support,5733.24
COST002468,2017-12-22,BA,customer_support,5632.36
COST002469,2017-12-28,RJ,customer_support,2815.56
COST002470,2018-04-04,SP,technology,5995.33
COST002471,2018-01-23,DF,marketing,5655.07
COST002472,2017-06-19,RJ,technology,6909.93
COST002473,2018-06-08,DF,logistics,8744.69
COST002474,2018-08-21,MG,payroll,1094.85
COST002475,2017-10-23,MG,warehouse,8369.27
COST002476,2017-04-28,PR,customer_support,302.67
COST002477,2017-06-29,SP,logistics,710.11
COST002478,2018-02-02,RS,customer_support,9084.8
COST002479,2018-08-30,SP,marketing,7085.8
COST002480,2017-11-15,MG,payroll,6462.78
COST002481,2017-12-14,DF,customer_support,5226.5
COST002482,2017-08-19,RJ,customer_support,7822.65
COST002483,2018-09-04,PR,marketing,7316.03
COST002484,2017-01-26,RS,logistics,3504.86
COST002485,2018-06-27,RJ,warehouse,5003.62
COST002486,2018-05-26,RS,marketing,4875.14
COST002487,2018-04-29,PR,payroll,4394.49
COST002488,2017-01-24,SC,technology,6849.82
COST002489,2017-11-21,BA,technology,8129.95
COST002490,2018-01-14,PR,marketing,9557.38
COST002491,2018-06-23,BA,warehouse,4188.83
COST002492,2017-09-15,RS,customer_support,7015.36
COST002493,2018-05-14,MG,logistics,5674.35
COST002494,2018-05-30,RJ,payroll,1891.29
COST002495,2018-07-06,RJ,marketing,3124.67
COST002496,2017-04-25,BA,payroll,8506.73
COST002497,2017-06-06,SP,warehouse,8096.99
COST002498,2017-08-03,RJ,technology,8529.94
COST002499,2018-05-13,BA,logistics,521.11
COST002500,2018-01-19,MG,technology,9900.93
COST002501,2017-05-16,MG,logistics,5616.4
COST002502,2018-07-08,RS,technology,5110.09
COST002503,2018-02-02,SP,marketing,7370.65
COST002504,2018-01-29,DF,warehouse,1403.62
COST002505,2018-06-27,RJ,technology,2362.81
COST002506,2017-02-12,RJ,warehouse,9426.28
COST002507,2017-11-26,BA,technology,2147.42
COST002508,2017-03-10,PR,payroll,3432.18
COST002509,2017-04-01,RS,technology,2537.24
COST002510,2017-09-19,BA,logistics,4885.53
COST002511,2018-03-08,SC,payroll,8059.18
COST002512,2018-01-19,SP,marketing,8391.94
COST002513,2017-08-16,DF,marketing,3317.27
COST002514,2017-10-14,MG,marketing,834.81
COST002515,2017-09-19,RJ,warehouse,1214.15
COST002516,2017-06-07,RJ,customer_support,8184.43
COST002517,2017-03-30,SC,customer_support,4344.64
COST002518,2018-02-23,PR,marketing,8230.3
COST002519,2017-10-10,PR,technology,240.0
COST002520,2017-06-15,RJ,payroll,445.78
COST002521,2017-08-31,RJ,logistics,3223.29
COST002522,2017-06-26,PR,customer_support,2121.22
COST002523,2018-03-25,MG,marketing,6487.45
COST002524,2017-03-23,BA,logistics,5894.64
COST002525,2017-08-27,BA,warehouse,8953.6
COST002526,2017-02-13,RJ,customer_support,7905.77
COST002527,2017-05-13,RS,customer_support,1097.97
COST002528,2018-09-13,RJ,warehouse,8882.29
COST002529,2018-05-24,DF,customer_support,1288.2
COST002530,2017-04-24,RS,logistics,2047.59
COST002531,2018-05-21,PR,technology,5102.57
COST002532,2018-07-10,SC,logistics,1204.67
COST002533,2017-10-22,DF,payroll,2345.47
COST002534,2018-03-20,BA,marketing,4532.34
COST002535,2018-06-21,SC,technology,2559.41
COST002536,2018-08-01,MG,logistics,9471.4
COST002537,2017-08-19,SP,payroll,1703.84
COST002538,2018-06-27,SP,logistics,5774.56
COST002539,2018-09-02,DF,marketing,5028.62
COST002540,2017-01-08,SP,warehouse,4579.83
COST002541,2017-12-19,PR,logistics,2414.58
COST002542,2018-02-06,PR,payroll,1988.42
COST002543,2017-11-24,RJ,customer_support,3106.95
COST002544,2017-03-07,MG,customer_support,5966.16
COST002545,2018-02-23,BA,logistics,5850.68
COST002546,2018-05-24,MG,customer_support,7748.15
COST002547,2017-12-28,RJ,marketing,3104.16
COST002548,2017-11-25,MG,payroll,7125.1
COST002549,2018-02-18,DF,warehouse,8833.39
COST002550,2018-01-01,MG,marketing,8593.16
COST002551,2018-02-05,RJ,logistics,4710.86
COST002552,2017-03-14,BA,customer_support,6647.15
COST002553,2017-01-15,SC,technology,8332.75
COST002554,2017-10-11,DF,logistics,1636.53
COST002555,2017-06-29,BA,warehouse,9577.53
COST002556,2018-04-18,PR,customer_support,6061.65
COST002557,2018-01-16,SP,logistics,2896.16
COST002558,2017-03-08,SC,customer_support,5288.45
COST002559,2017-01-12,SC,technology,7392.72
COST002560,2017-07-01,RJ,warehouse,8229.71
COST002561,2018-02-16,RJ,warehouse,3150.87
COST002562,2017-03-04,SP,logistics,3488.16
COST002563,2018-09-13,SP,marketing,8196.74
COST002564,2017-12-30,RS,warehouse,8410.24
COST002565,2018-06-02,RS,payroll,6904.68
COST002566,2018-04-12,RS,warehouse,6866.2
COST002567,2018-03-01,PR,customer_support,2588.18
COST002568,2017-05-18,DF,payroll,9565.55
COST002569,2018-05-22,RJ,marketing,8517.14
COST002570,2018-02-02,RS,technology,8730.23
COST002571,2017-01-03,PR,customer_support,2036.07
COST002572,2017-08-01,SP,payroll,9839.7
COST002573,2018-09-05,RS,payroll,4510.92
COST002574,2018-01-17,RJ,technology,6850.53
COST002575,2017-05-21,SC,warehouse,8996.99
COST002576,2017-04-01,MG,payroll,1098.52
COST002577,2017-08-02,PR,payroll,3250.96
COST002578,2018-06-04,SC,technology,3745.25
COST002579,2018-04-26,DF,warehouse,7762.57
COST002580,2017-04-18,PR,logistics,3026.08
COST002581,2017-12-01,SP,customer_support,3968.55
COST002582,2017-03-08,SP,payroll,3857.49
COST002583,2017-04-29,SP,marketing,9128.55
COST002584,2017-11-28,SC,technology,133.68
COST002585,2018-02-26,RS,payroll,1489.78
COST002586,2017-11-30,DF,warehouse,9290.43
COST002587,2018-01-22,BA,marketing,6136.04
COST002588,2017-04-01,SP,logistics,997.97
COST002589,2018-03-11,MG,marketing,4794.23
COST002590,2018-02-27,PR,customer_support,9375.19
COST002591,2017-11-27,DF,customer_support,7583.17
COST002592,2018-01-12,DF,payroll,2634.04
COST002593,2017-09-18,DF,marketing,4401.88
COST002594,2018-02-19,BA,logistics,4958.16
COST002595,2017-06-11,DF,warehouse,7671.24
COST002596,2017-01-16,SC,logistics,7804.49
COST002597,2018-05-01,PR,customer_support,3007.98
COST002598,2018-01-18,DF,customer_support,7288.38
COST002599,2017-09-11,SP,logistics,9739.96
COST002600,2017-05-07,DF,technology,818.47
COST002601,2017-07-14,BA,technology,8171.27
COST002602,2017-04-13,RJ,customer_support,5975.18
COST002603,2017-03-31,PR,logistics,3868.64
COST002604,2017-10-23,BA,marketing,7918.25
COST002605,2017-08-23,RS,marketing,3326.16
COST002606,2018-05-31,RJ,logistics,3417.59
COST002607,2018-09-05,RJ,marketing,5054.52
COST002608,2017-04-18,MG,warehouse,4631.27
COST002609,2018-05-13,SC,marketing,1416.94
COST002610,2017-03-05,SP,marketing,349.9
COST002611,2017-11-06,RS,logistics,6363.0
COST002612,2017-09-17,RJ,marketing,3415.78
COST002613,2017-05-02,DF,marketing,5281.16
COST002614,2018-03-28,RJ,technology,2134.29
COST002615,2018-04-27,SP,technology,5720.5
COST002616,2017-12-15,RS,marketing,3377.44
COST002617,2017-09-10,SP,marketing,6146.45
COST002618,2017-12-24,SC,customer_support,6800.99
COST002619,2017-12-19,BA,logistics,129.95
COST002620,2018-06-24,DF,warehouse,4368.72
COST002621,2018-06-15,RS,technology,7287.06
COST002622,2017-11-28,SP,payroll,7423.82
COST002623,2018-06-30,SP,marketing,3869.76
COST002624,2018-09-08,BA,payroll,8227.5
COST002625,2017-10-12,SP,logistics,6537.84
COST002626,2017-01-08,MG,payroll,9893.01
COST002627,2017-06-24,SP,warehouse,5173.97
COST002628,2017-10-12,SC,warehouse,3817.35
COST002629,2017-09-24,SC,customer_support,9201.29
COST002630,2018-01-05,BA,logistics,4094.31
COST002631,2018-08-02,SC,technology,6439.61
COST002632,2017-01-05,BA,marketing,8275.21
COST002633,2017-08-09,RJ,payroll,4660.18
COST002634,2017-06-08,MG,logistics,4474.06
COST002635,2018-04-04,DF,warehouse,2956.57
COST002636,2018-01-15,BA,customer_support,9625.13
COST002637,2018-08-21,SC,warehouse,9445.44
COST002638,2018-06-11,SP,logistics,4711.89
COST002639,2017-11-27,RS,logistics,3339.53
COST002640,2017-11-27,PR,logistics,1365.01
COST002641,2017-05-04,DF,payroll,4829.76
COST002642,2017-10-14,DF,warehouse,8950.72
COST002643,2017-11-21,MG,logistics,8704.91
COST002644,2018-04-21,BA,marketing,1250.55
COST002645,2018-08-25,DF,logistics,4910.29
COST002646,2017-04-15,SC,logistics,8174.51
COST002647,2017-03-11,RS,payroll,8366.6
COST002648,2017-07-18,SC,customer_support,9349.8
COST002649,2017-06-05,DF,technology,2111.09
COST002650,2018-07-04,SC,warehouse,4206.86
COST002651,2018-06-04,MG,customer_support,9548.78
COST002652,2017-02-27,DF,logistics,2782.33
COST002653,2017-12-23,RS,payroll,3414.79
COST002654,2017-09-30,SC,technology,2334.02
COST002655,2017-12-18,RJ,technology,5433.15
COST002656,2017-07-09,RS,technology,5344.41
COST002657,2018-01-13,RJ,logistics,8189.82
COST002658,2018-09-02,BA,customer_support,4186.91
COST002659,2018-02-18,BA,logistics,2577.22
COST002660,2018-05-24,DF,payroll,8324.39
COST002661,2018-03-21,RS,warehouse,6530.16
COST002662,2017-11-29,SC,payroll,1646.94
COST002663,2017-10-29,MG,technology,5744.76
COST002664,2017-07-25,PR,customer_support,4652.7
COST002665,2018-03-14,MG,marketing,8473.17
COST002666,2018-05-04,SC,warehouse,6056.34
COST002667,2017-06-16,RJ,payroll,7932.37
COST002668,2018-09-07,RS,warehouse,4688.97
COST002669,2018-08-03,BA,marketing,9806.01
COST002670,2018-06-30,DF,technology,8017.93
COST002671,2017-12-19,SC,payroll,6026.15
COST002672,2017-07-27,RS,warehouse,8146.93
COST002673,2017-12-22,DF,warehouse,3271.38
COST002674,2017-05-07,DF,logistics,9776.7
COST002675,2017-07-05,RS,technology,4208.38
COST002676,2018-07-29,PR,customer_support,3766.83
COST002677,2018-07-23,SC,payroll,7896.91
COST002678,2017-05-20,MG,technology,6342.79
COST002679,2017-03-18,DF,customer_support,7706.17
COST002680,2018-06-30,BA,logistics,7817.55
COST002681,2018-03-30,MG,customer_support,6401.94
COST002682,2018-07-01,BA,marketing,8460.69
COST002683,2017-06-14,SC,customer_support,7291.6
COST002684,2017-09-17,RS,technology,5816.95
COST002685,2018-08-10,BA,logistics,7635.4
COST002686,2018-01-27,RS,marketing,5028.51
COST002687,2018-06-29,RS,technology,4904.05
COST002688,2018-07-02,MG,marketing,3462.56
COST002689,2018-07-27,PR,customer_support,8486.87
COST002690,2018-08-08,SC,payroll,3063.27
COST002691,2017-07-01,RS,warehouse,2588.54
COST002692,2018-01-30,RS,customer_support,2273.82
COST002693,2018-05-10,PR,marketing,6638.92
COST002694,2018-07-08,SC,warehouse,2074.9
COST002695,2017-08-01,BA,payroll,8688.85
COST002696,2018-08-23,SC,customer_support,7010.89
COST002697,2017-03-25,BA,customer_support,7919.25
COST002698,2018-01-16,BA,marketing,1494.17
COST002699,2018-01-11,PR,warehouse,248.26
COST002700,2017-03-31,RS,marketing,904.57
COST002701,2018-09-16,SC,logistics,6803.51
COST002702,2018-05-08,RJ,marketing,1122.79
COST002703,2018-02-19,BA,marketing,4774.67
COST002704,2017-07-26,PR,customer_support,8049.8
COST002705,2017-08-12,PR,technology,3640.81
COST002706,2018-02-07,MG,technology,565.72
COST002707,2017-11-17,SP,payroll,8845.71
COST002708,2018-01-23,RS,payroll,7111.77
COST002709,2018-07-13,SP,payroll,448.54
COST002710,2017-03-14,SP,warehouse,3312.48
COST002711,2018-02-14,RS,payroll,3786.01
COST002712,2017-05-12,MG,payroll,8699.89
COST002713,2017-06-14,PR,technology,949.94
COST002714,2017-09-14,MG,marketing,7722.54
COST002715,2017-09-11,MG,customer_support,9744.06
COST002716,2017-11-21,BA,payroll,3917.35
COST002717,2018-09-22,RS,payroll,335.24
COST002718,2018-03-27,RJ,marketing,2477.47
COST002719,2017-08-07,BA,technology,1354.49
COST002720,2018-09-21,SC,customer_support,7911.31
COST002721,2017-08-13,SC,technology,3578.77
COST002722,2017-04-28,SC,marketing,8993.43
COST002723,2017-08-24,BA,technology,9147.8
COST002724,2017-08-05,DF,customer_support,3750.54
COST002725,2017-02-28,PR,technology,6086.78
COST002726,2017-02-04,SC,logistics,9447.29
COST002727,2017-07-26,SC,warehouse,954.06
COST002728,2018-02-26,PR,marketing,7752.08
COST002729,2017-10-29,DF,warehouse,585.17
COST002730,2017-01-03,RS,marketing,4492.15
COST002731,2017-10-29,SC,logistics,5173.33
COST002732,2018-06-02,RJ,customer_support,5538.95
COST002733,2017-08-17,RJ,marketing,8505.43
COST002734,2017-05-06,DF,marketing,2144.4
COST002735,2017-10-06,BA,marketing,4466.32
COST002736,2018-01-24,SC,logistics,2816.01
COST002737,2018-02-26,SP,customer_support,5944.56
COST002738,2017-01-29,SP,technology,5625.66
COST002739,2018-03-20,SC,payroll,7896.67
COST002740,2017-10-02,MG,customer_support,1857.2
COST002741,2017-01-19,SC,warehouse,8179.25
COST002742,2018-02-17,PR,warehouse,3550.3
COST002743,2017-10-31,PR,warehouse,5730.26
COST002744,2017-09-13,PR,payroll,2361.15
COST002745,2017-08-08,MG,technology,4827.26
COST002746,2017-08-19,SC,logistics,1748.73
COST002747,2018-02-21,DF,marketing,6884.02
COST002748,2018-01-24,SC,marketing,549.63
COST002749,2018-06-24,BA,technology,6050.75
COST002750,2017-11-02,RJ,logistics,7535.85
COST002751,2017-01-26,RJ,customer_support,8828.93
COST002752,2018-01-14,DF,marketing,8194.83
COST002753,2018-09-05,DF,customer_support,8955.59
COST002754,2018-01-17,DF,logistics,6183.18
COST002755,2017-06-12,PR,technology,613.38
COST002756,2018-01-02,SC,technology,9708.68
COST002757,2018-02-07,RJ,technology,7802.77
COST002758,2017-10-07,PR,marketing,5972.02
COST002759,2017-04-12,DF,logistics,4648.84
COST002760,2018-05-13,RJ,warehouse,1065.59
COST002761,2017-06-05,SC,warehouse,203.63
COST002762,2017-11-02,SC,marketing,4408.3
COST002763,2018-09-27,BA,payroll,9736.69
COST002764,2018-06-26,DF,payroll,5304.82
COST002765,2017-10-29,RS,technology,3983.63
COST002766,2017-03-19,BA,logistics,4606.99
COST002767,2017-03-27,BA,warehouse,3054.53
COST002768,2018-09-05,SP,technology,9769.73
COST002769,2018-03-08,RS,customer_support,1419.0
COST002770,2017-04-04,SP,customer_support,6982.18
COST002771,2018-01-29,DF,marketing,4569.56
COST002772,2017-09-24,RJ,payroll,1610.34
COST002773,2017-12-02,BA,marketing,5918.89
COST002774,2018-06-07,RS,logistics,5987.92
COST002775,2018-02-10,PR,logistics,1879.54
COST002776,2018-07-16,DF,logistics,4663.67
COST002777,2017-08-29,RS,payroll,8996.59
COST002778,2018-07-09,DF,payroll,1229.39
COST002779,2017-05-25,RJ,technology,9757.73
COST002780,2018-01-07,RJ,marketing,181.43
COST002781,2018-05-17,SP,warehouse,6265.87
COST002782,2017-05-22,RS,warehouse,5659.61
COST002783,2017-02-24,RJ,warehouse,212.9
COST002784,2018-02-01,RS,payroll,6241.65
COST002785,2017-04-28,MG,technology,7988.38
COST002786,2018-04-18,RJ,logistics,678.73
COST002787,2017-09-07,DF,logistics,5067.35
COST002788,2017-03-09,SP,technology,7327.76
COST002789,2017-12-23,BA,payroll,7950.76
COST002790,2017-02-12,BA,warehouse,8245.75
COST002791,2017-05-16,BA,marketing,907.64
COST002792,2017-11-19,SP,customer_support,6668.71
COST002793,2017-07-05,PR,customer_support,7234.39
COST002794,2017-09-22,RJ,customer_support,2820.06
COST002795,2017-01-13,DF,payroll,9754.44
COST002796,2017-10-26,SC,warehouse,7211.32
COST002797,2017-04-01,DF,logistics,9178.99
COST002798,2017-08-16,SC,technology,6971.31
COST002799,2018-02-04,SC,technology,1387.69
COST002800,2017-03-20,PR,warehouse,2665.2
COST002801,2018-08-27,SC,payroll,4290.72
COST002802,2017-05-08,SP,warehouse,4343.79
COST002803,2018-06-17,RJ,payroll,6491.51
COST002804,2017-10-11,MG,logistics,5834.37
COST002805,2017-08-05,RS,technology,949.14
COST002806,2017-02-14,SC,customer_support,8421.45
COST002807,2017-05-11,RJ,payroll,8548.17
COST002808,2018-09-06,PR,logistics,8527.16
COST002809,2018-09-21,RJ,marketing,2276.58
COST002810,2017-01-22,SP,warehouse,3257.02
COST002811,2017-12-04,SP,payroll,7385.44
COST002812,2017-10-25,SC,warehouse,4115.01
COST002813,2018-03-08,SP,warehouse,4529.87
COST002814,2017-05-18,RS,technology,6008.78
COST002815,2018-05-08,RJ,customer_support,428.74
COST002816,2017-04-20,SP,warehouse,403.43
COST002817,2017-10-09,DF,marketing,694.1
COST002818,2018-07-05,SP,technology,2305.48
COST002819,2017-11-02,MG,warehouse,9815.85
COST002820,2017-03-30,BA,marketing,1072.21
COST002821,2017-02-14,SP,payroll,8851.0
COST002822,2017-09-02,PR,logistics,1287.42
COST002823,2017-12-14,SP,marketing,7394.34
COST002824,2017-10-22,PR,payroll,6402.69
COST002825,2017-10-22,SC,payroll,7308.06
COST002826,2018-07-08,RS,payroll,957.98
COST002827,2017-11-26,SC,logistics,7543.03
COST002828,2017-11-21,RS,warehouse,3334.63
COST002829,2017-03-05,RJ,warehouse,2592.96
COST002830,2017-02-01,MG,warehouse,6283.13
COST002831,2018-01-31,RJ,customer_support,1097.03
COST002832,2018-02-17,DF,marketing,2488.94
COST002833,2018-02-18,SP,logistics,5572.6
COST002834,2018-08-09,DF,technology,7819.16
COST002835,2017-09-10,DF,logistics,8702.23
COST002836,2018-03-18,BA,customer_support,4321.97
COST002837,2017-08-14,RS,technology,9762.62
COST002838,2017-05-19,PR,payroll,7759.23
COST002839,2017-10-04,RJ,warehouse,4084.54
COST002840,2018-02-24,DF,technology,3975.85
COST002841,2017-01-24,BA,warehouse,4454.25
COST002842,2017-05-09,DF,logistics,7497.24
COST002843,2018-05-11,RS,warehouse,3266.07
COST002844,2017-08-03,PR,customer_support,1112.27
COST002845,2017-06-26,PR,warehouse,5672.08
COST002846,2018-03-13,SP,customer_support,6206.9
COST002847,2018-05-05,RJ,marketing,9409.25
COST002848,2017-12-11,DF,technology,1432.54
COST002849,2018-08-20,SC,marketing,5380.84
COST002850,2018-01-04,PR,logistics,2241.59
COST002851,2017-06-14,RS,customer_support,7586.82
COST002852,2017-07-20,RJ,customer_support,3602.77
COST002853,2018-08-11,SP,payroll,6415.66
COST002854,2017-04-09,SP,payroll,1806.8
COST002855,2017-08-18,RS,warehouse,5852.85
COST002856,2017-12-27,SC,payroll,251.17
COST002857,2017-04-30,PR,marketing,8423.38
COST002858,2017-05-09,SP,customer_support,5945.16
COST002859,2018-02-23,SP,customer_support,2283.05
COST002860,2017-09-24,PR,warehouse,3412.07
COST002861,2017-02-15,PR,warehouse,1584.76
COST002862,2017-10-19,PR,technology,6762.81
COST002863,2018-03-10,DF,warehouse,3809.28
COST002864,2017-04-01,MG,payroll,9547.79
COST002865,2018-05-02,MG,technology,8957.44
COST002866,2018-04-09,PR,customer_support,8160.08
COST002867,2017-05-01,PR,marketing,2722.54
COST002868,2018-08-04,RS,payroll,2985.02
COST002869,2018-05-04,DF,payroll,4147.65
COST002870,2018-06-20,SP,customer_support,9190.96
COST002871,2018-05-14,RJ,payroll,4789.42
COST002872,2018-07-17,SC,marketing,1048.49
COST002873,2018-05-24,MG,technology,2409.86
COST002874,2017-07-26,DF,technology,571.33
COST002875,2017-06-17,BA,payroll,669.16
COST002876,2017-04-13,BA,warehouse,9236.55
COST002877,2018-07-03,SC,warehouse,6208.17
COST002878,2017-10-09,MG,customer_support,1102.99
COST002879,2017-06-01,PR,payroll,5878.57
COST002880,2018-02-24,BA,warehouse,9716.45
COST002881,2018-08-11,BA,marketing,250.37
COST002882,2018-05-12,PR,technology,7475.93
COST002883,2017-10-22,PR,marketing,1845.97
