product_id,product_category_name,base_price,weight_g,length_cm,height_cm,width_cm
PROD01756,watches_gifts,117.05,631.0,81.6,24.7,16.6
PROD01757,electronics,85.58,269.0,31.3,76.9,45.2
PROD01758,watches_gifts,123.02,240.0,17.8,20.8,37.8
PROD01759,cool_stuff,211.92,317.0,55.1,44.7,72.0
PROD01760,garden_tools,87.35,313.0,90.1,60.2,58.8
PROD01761,toys,49.25,120.0,86.3,70.3,20.4
PROD01762,electronics,96.16,493.0,20.5,16.7,8.4
PROD01763,auto,274.64,507.0,96.8,78.9,58.2
PROD01764,sports_leisure,83.81,137.0,33.8,73.0,68.4
PROD01765,housewares,455.44,667.0,41.4,77.2,57.6
PROD01766,cool_stuff,165.36,317.0,23.4,69.0,53.3
PROD01767,housewares,153.22,491.0,44.0,70.8,23.7
PROD01768,furniture_decor,52.65,348.0,67.2,49.9,42.1
PROD01769,sports_leisure,73.69,491.0,55.5,68.4,59.4
PROD01770,toys,123.7,433.0,84.5,45.1,19.5
PROD01771,watches_gifts,79.54,683.0,67.7,45.4,40.7
PROD01772,computers_accessories,223.36,404.0,33.7,47.2,13.8
PROD01773,housewares,96.61,634.0,60.2,79.7,44.8
PROD01774,furniture_decor,50.81,948.0,15.8,12.8,48.0
PROD01775,health_beauty,108.02,384.0,62.3,65.4,45.2
PROD01776,bed_bath_table,63.0,344.0,45.1,25.5,40.2
PROD01777,health_beauty,145.51,565.0,18.9,32.1,49.1
PROD01778,toys,55.86,117.0,37.7,11.0,79.8
PROD01779,toys,372.08,239.0,90.8,31.4,51.7
PROD01780,furniture_decor,25.78,234.0,62.7,79.3,61.4
PROD01781,auto,65.4,562.0,91.3,34.8,19.4
PROD01782,garden_tools,98.99,441.0,47.0,55.2,44.8
PROD01783,computers_accessories,58.16,863.0,98.1,14.1,5.6
PROD01784,health_beauty,15.0,833.0,42.4,74.2,7.4
PROD01785,computers_accessories,404.25,124.0,78.1,67.1,29.2
PROD01786,watches_gifts,158.45,147.0,37.5,34.0,40.0
PROD01787,cool_stuff,32.43,413.0,19.5,31.1,48.2
PROD01788,bed_bath_table,36.37,159.0,85.0,37.4,71.6
PROD01789,bed_bath_table,27.27,124.0,78.6,35.1,62.9
PROD01790,housewares,78.78,259.0,83.9,24.4,27.5
PROD01791,toys,286.71,115.0,37.0,79.3,60.8
PROD01792,sports_leisure,70.01,218.0,73.3,65.8,46.2
PROD01793,watches_gifts,61.29,618.0,29.8,25.1,63.4
PROD01794,garden_tools,191.62,301.0,11.0,78.6,35.8
PROD01795,toys,114.24,991.0,88.0,6.2,11.9
PROD01796,cool_stuff,84.42,287.0,57.1,37.8,51.4
PROD01797,toys,159.34,562.0,98.5,47.7,46.8
PROD01798,cool_stuff,21.56,294.0,44.7,7.8,76.5
PROD01799,computers_accessories,129.22,354.0,96.1,17.1,17.2
PROD01800,bed_bath_table,247.47,319.0,65.4,24.4,54.2
PROD01801,health_beauty,32.96,563.0,56.1,59.0,40.6
PROD01802,housewares,65.88,623.0,37.3,75.5,33.4
PROD01803,furniture_decor,18.65,1390.0,84.3,51.8,64.6
PROD01804,housewares,62.76,407.0,84.6,47.2,65.8
PROD01805,watches_gifts,52.97,560.0,47.5,45.3,58.6
PROD01806,toys,347.6,218.0,75.5,31.3,11.3
PROD01807,garden_tools,61.37,609.0,50.3,67.1,30.9
PROD01808,garden_tools,112.49,410.0,76.6,45.6,8.5
PROD01809,cool_stuff,260.19,100.0,99.5,22.3,30.8
PROD01810,housewares,15.46,240.0,33.6,15.3,53.6
PROD01811,housewares,98.29,116.0,67.1,78.9,43.9
PROD01812,sports_leisure,36.62,259.0,44.2,6.3,57.7
PROD01813,auto,37.32,485.0,59.4,75.0,46.4
PROD01814,toys,44.55,337.0,88.7,21.4,46.7
PROD01815,health_beauty,59.68,584.0,41.3,54.3,43.3
PROD01816,housewares,38.78,100.0,16.5,27.6,32.3
PROD01817,watches_gifts,63.49,717.0,81.9,69.5,38.5
PROD01818,cool_stuff,191.51,467.0,60.0,45.8,13.4
PROD01819,auto,130.2,189.0,50.4,15.6,67.6
PROD01820,electronics,776.86,397.0,26.5,25.2,71.7
PROD01821,garden_tools,102.44,1502.0,18.4,29.0,62.5
PROD01822,cool_stuff,142.6,972.0,35.1,71.4,48.8
PROD01823,auto,241.29,1104.0,74.7,62.5,47.7
PROD01824,watches_gifts,34.26,355.0,47.1,67.2,40.3
PROD01825,auto,236.91,798.0,61.3,8.9,22.4
PROD01826,cool_stuff,40.28,885.0,17.4,48.4,33.8
PROD01827,toys,124.08,216.0,21.1,79.9,79.2
PROD01828,garden_tools,183.29,875.0,11.0,63.9,15.9
PROD01829,watches_gifts,18.55,764.0,70.6,14.1,45.7
PROD01830,sports_leisure,63.28,269.0,33.8,55.9,70.0
PROD01831,toys,80.28,427.0,97.0,60.9,39.0
PROD01832,health_beauty,34.62,911.0,37.8,43.6,50.4
PROD01833,auto,110.71,390.0,42.7,10.9,67.1
PROD01834,housewares,329.34,685.0,52.3,7.6,46.1
PROD01835,cool_stuff,39.01,304.0,38.7,75.3,59.9
PROD01836,sports_leisure,219.06,209.0,83.6,24.3,31.0
PROD01837,toys,125.63,196.0,88.9,33.4,60.0
PROD01838,housewares,28.66,341.0,11.0,64.6,8.1
PROD01839,watches_gifts,60.74,525.0,68.9,56.7,16.5
PROD01840,cool_stuff,104.31,141.0,71.7,77.6,52.8
PROD01841,bed_bath_table,301.75,1281.0,96.5,12.0,38.7
PROD01842,health_beauty,160.96,766.0,43.3,58.0,67.1
PROD01843,health_beauty,48.96,549.0,27.6,11.2,30.6
PROD01844,sports_leisure,116.3,658.0,56.9,5.0,62.5
PROD01845,cool_stuff,15.0,274.0,50.3,14.0,15.4
PROD01846,sports_leisure,174.57,166.0,81.3,51.3,74.8
PROD01847,auto,45.93,516.0,91.4,55.7,36.4
PROD01848,watches_gifts,36.43,755.0,17.8,37.9,22.3
PROD01849,garden_tools,65.91,300.0,86.2,8.5,64.2
PROD01850,auto,31.3,229.0,91.8,52.6,76.1
PROD01851,health_beauty,72.43,291.0,93.2,11.4,73.9
PROD01852,computers_accessories,196.94,538.0,78.8,15.6,22.8
PROD01853,auto,17.47,579.0,76.8,43.4,55.4
PROD01854,garden_tools,80.02,1195.0,11.3,30.5,46.0
PROD01855,bed_bath_table,74.75,527.0,92.8,39.9,59.4
PROD01856,watches_gifts,128.43,245.0,41.6,52.6,41.5
PROD01857,auto,73.06,338.0,13.7,17.0,40.2
PROD01858,toys,182.1,215.0,47.2,72.0,71.2
PROD01859,watches_gifts,253.37,784.0,76.0,47.0,70.3
PROD01860,electronics,194.24,207.0,49.8,6.7,64.1
PROD01861,toys,47.4,287.0,78.2,52.1,57.9
PROD01862,bed_bath_table,401.74,539.0,55.8,39.7,55.9
PROD01863,cool_stuff,33.9,1051.0,36.9,57.6,9.2
PROD01864,health_beauty,151.22,2239.0,28.3,63.8,61.2
PROD01865,health_beauty,214.69,181.0,47.9,75.4,52.9
PROD01866,cool_stuff,451.62,591.0,13.2,79.9,27.7
PROD01867,electronics,191.58,398.0,48.0,46.2,66.5
PROD01868,computers_accessories,46.66,347.0,16.2,47.1,67.4
PROD01869,health_beauty,178.37,340.0,88.9,6.7,74.9
PROD01870,watches_gifts,76.88,192.0,61.8,69.9,36.4
PROD01871,auto,206.94,1097.0,68.1,7.2,46.3
PROD01872,sports_leisure,99.97,116.0,36.0,52.4,72.9
PROD01873,health_beauty,268.7,369.0,30.3,12.4,28.8
PROD01874,sports_leisure,87.66,991.0,73.7,26.4,64.7
PROD01875,bed_bath_table,181.69,462.0,70.4,15.5,79.4
PROD01876,housewares,52.27,270.0,21.0,15.3,53.9
PROD01877,cool_stuff,220.8,276.0,31.5,10.6,78.8
PROD01878,watches_gifts,15.39,684.0,95.2,28.8,43.7
PROD01879,toys,150.75,336.0,37.4,36.8,16.5
PROD01880,furniture_decor,115.08,396.0,12.3,39.8,18.2
PROD01881,computers_accessories,96.78,586.0,15.7,38.0,59.9
PROD01882,health_beauty,15.15,705.0,79.8,44.3,5.1
PROD01883,cool_stuff,57.78,289.0,78.1,69.5,54.6
PROD01884,housewares,224.83,178.0,44.4,52.4,16.3
PROD01885,cool_stuff,43.75,221.0,23.8,6.3,78.8
PROD01886,auto,26.53,924.0,54.8,18.0,17.2
PROD01887,computers_accessories,36.31,420.0,39.9,31.2,46.4
PROD01888,health_beauty,222.36,191.0,43.7,76.2,55.2
PROD01889,furniture_decor,123.89,230.0,33.5,10.9,66.5
PROD01890,garden_tools,267.87,811.0,15.7,58.3,39.4
PROD01891,furniture_decor,149.86,425.0,81.2,7.5,75.0
PROD01892,bed_bath_table,42.88,148.0,65.6,32.2,41.0
PROD01893,housewares,369.96,208.0,85.1,62.8,23.9
PROD01894,garden_tools,52.71,806.0,55.3,30.8,49.5
PROD01895,toys,44.3,287.0,98.6,37.3,54.4
PROD01896,housewares,104.98,1418.0,96.6,72.9,43.1
PROD01897,auto,119.63,1273.0,34.5,10.0,60.0
PROD01898,garden_tools,167.37,986.0,44.8,44.6,36.6
PROD01899,sports_leisure,65.41,544.0,77.7,32.5,5.3
PROD01900,garden_tools,264.5,750.0,79.9,77.3,24.8
PROD01901,bed_bath_table,50.84,390.0,92.0,64.5,75.9
PROD01902,computers_accessories,35.63,396.0,68.7,14.2,62.2
PROD01903,electronics,17.87,196.0,52.8,74.6,19.2
PROD01904,toys,71.04,393.0,44.0,20.8,10.0
PROD01905,toys,166.84,188.0,47.7,11.4,31.3
PROD01906,sports_leisure,151.54,405.0,86.5,45.6,67.7
PROD01907,electronics,109.43,195.0,98.2,60.2,12.9
PROD01908,health_beauty,58.18,240.0,14.7,58.7,45.8
PROD01909,health_beauty,229.83,100.0,62.2,45.1,25.6
PROD01910,computers_accessories,90.44,252.0,56.8,42.0,59.5
PROD01911,computers_accessories,116.05,262.0,43.9,77.7,5.0
PROD01912,cool_stuff,33.15,335.0,86.6,66.5,25.8
PROD01913,electronics,19.09,824.0,61.8,57.4,55.9
PROD01914,garden_tools,168.78,391.0,38.2,19.6,46.0
PROD01915,housewares,634.82,704.0,50.0,66.5,63.4
PROD01916,furniture_decor,120.78,721.0,42.1,61.2,16.8
PROD01917,housewares,169.56,940.0,48.7,79.4,44.8
PROD01918,garden_tools,166.67,234.0,16.4,15.0,19.7
PROD01919,watches_gifts,89.88,199.0,20.1,58.6,52.9
PROD01920,watches_gifts,24.45,376.0,66.1,78.4,14.9
PROD01921,garden_tools,152.51,216.0,71.6,39.7,16.2
PROD01922,garden_tools,288.01,351.0,67.3,60.0,29.6
PROD01923,toys,131.13,228.0,78.7,78.2,35.1
PROD01924,housewares,71.93,194.0,94.9,46.1,42.4
PROD01925,auto,121.18,499.0,87.5,57.4,48.6
PROD01926,bed_bath_table,82.42,1235.0,47.7,6.5,40.2
PROD01927,auto,248.75,347.0,29.6,44.0,8.4
PROD01928,toys,103.86,476.0,38.1,24.2,30.8
PROD01929,computers_accessories,156.39,419.0,62.9,14.8,9.6
PROD01930,furniture_decor,217.4,395.0,87.1,58.1,13.9
PROD01931,furniture_decor,157.03,951.0,73.2,7.9,12.0
PROD01932,bed_bath_table,92.75,342.0,58.9,72.9,16.9
PROD01933,furniture_decor,26.36,100.0,64.2,43.8,66.0
PROD01934,toys,125.49,238.0,57.5,53.6,52.1
PROD01935,computers_accessories,185.68,430.0,97.4,24.0,43.0
PROD01936,garden_tools,24.46,378.0,83.4,18.7,59.9
PROD01937,sports_leisure,123.44,352.0,80.3,23.3,77.1
PROD01938,watches_gifts,88.99,297.0,56.6,22.4,36.3
PROD01939,auto,15.0,425.0,39.9,69.8,32.6
PROD01940,garden_tools,115.28,1384.0,11.8,64.1,78.3
PROD01941,housewares,266.77,332.0,13.9,69.0,62.8
PROD01942,housewares,90.34,1477.0,12.7,60.1,63.3
PROD01943,furniture_decor,16.75,535.0,98.2,53.3,50.0
PROD01944,cool_stuff,117.56,270.0,20.3,44.6,43.0
PROD01945,housewares,212.26,679.0,22.8,24.9,46.3
PROD01946,toys,44.62,100.0,53.6,57.9,53.9
PROD01947,bed_bath_table,72.81,400.0,53.3,15.2,33.3
PROD01948,garden_tools,65.63,551.0,92.8,43.3,63.7
PROD01949,cool_stuff,94.79,555.0,16.6,19.6,73.2
PROD01950,sports_leisure,64.03,591.0,96.2,42.9,47.8
PROD01951,health_beauty,253.34,623.0,29.5,27.0,33.6
PROD01952,computers_accessories,248.25,482.0,97.3,9.0,57.2
PROD01953,bed_bath_table,53.07,622.0,58.7,42.8,18.7
PROD01954,housewares,253.18,288.0,68.7,18.6,77.6
PROD01955,health_beauty,23.01,817.0,38.4,17.1,54.3
PROD01956,auto,44.98,306.0,65.1,33.8,10.1
PROD01957,garden_tools,141.73,808.0,74.0,32.1,44.7
PROD01958,housewares,92.39,399.0,10.9,70.0,61.3
PROD01959,toys,96.71,460.0,13.1,47.3,25.8
PROD01960,electronics,116.59,685.0,98.8,69.1,8.8
PROD01961,housewares,58.51,996.0,51.2,16.0,41.7
PROD01962,garden_tools,234.84,413.0,94.2,31.8,67.5
PROD01963,watches_gifts,150.4,459.0,75.7,46.6,23.9
PROD01964,furniture_decor,79.53,100.0,43.6,16.5,58.8
PROD01965,auto,181.28,239.0,23.6,14.6,35.6
PROD01966,auto,124.48,163.0,98.0,54.6,9.5
PROD01967,garden_tools,71.2,316.0,62.6,54.0,27.8
PROD01968,toys,68.8,270.0,27.3,22.6,28.5
PROD01969,electronics,34.48,251.0,71.3,22.0,72.8
PROD01970,housewares,52.99,217.0,18.3,60.9,78.6
PROD01971,health_beauty,74.56,553.0,88.1,13.8,20.7
PROD01972,toys,92.48,138.0,18.1,74.2,37.3
PROD01973,sports_leisure,41.73,210.0,31.3,75.8,78.3
PROD01974,toys,89.32,412.0,18.2,70.3,35.5
PROD01975,watches_gifts,56.05,722.0,19.3,20.8,31.2
PROD01976,electronics,48.88,231.0,57.1,6.3,13.2
PROD01977,sports_leisure,130.88,758.0,71.8,75.3,61.5
PROD01978,toys,99.26,100.0,81.0,30.8,38.5
PROD01979,watches_gifts,77.66,404.0,72.6,28.3,52.9
PROD01980,watches_gifts,130.08,485.0,42.7,24.6,43.2
PROD01981,watches_gifts,30.98,223.0,60.2,23.3,18.1
PROD01982,bed_bath_table,33.05,184.0,93.5,60.1,18.2
PROD01983,cool_stuff,62.54,435.0,44.9,73.1,75.5
PROD01984,computers_accessories,74.99,395.0,32.7,64.0,71.7
PROD01985,garden_tools,150.12,248.0,56.7,55.6,50.8
PROD01986,auto,49.29,339.0,36.8,26.6,5.1
PROD01987,electronics,50.14,281.0,33.6,46.0,37.5
PROD01988,bed_bath_table,194.64,854.0,80.1,22.8,44.8
PROD01989,computers_accessories,34.24,607.0,90.2,13.4,38.7
PROD01990,garden_tools,183.58,453.0,55.2,14.0,74.4
PROD01991,auto,82.02,1252.0,80.2,50.3,8.1
PROD01992,electronics,43.71,751.0,26.8,7.9,54.1
PROD01993,sports_leisure,33.89,851.0,59.3,78.0,28.5
PROD01994,electronics,70.14,1042.0,67.3,79.7,47.0
PROD01995,housewares,137.29,367.0,54.2,16.2,54.2
PROD01996,electronics,80.56,194.0,20.5,37.0,38.1
PROD01997,bed_bath_table,169.67,138.0,76.1,62.6,16.1
PROD01998,auto,165.81,629.0,85.5,76.6,43.9
PROD01999,auto,155.13,226.0,67.2,71.8,75.0
PROD02000,electronics,160.5,2969.0,25.2,24.1,45.2
